course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude,census_name,raw_acres,dist_meters,final_acres
SummerGlen Country Club,1450 SW 154th St,Ocala,FL,34473-8854,Public,18 Holes,(352) 307-1766,-82.15102,28.990771,St Leo Golf Course,86.72486014424256,73514.5057318003,NA
Forest Lake Golf Club,10521 Clarcona Ocoee Rd,Ocoee,FL,10521,Public,18 Holes,(407) 654-4653,-81.542589,28.59145,West Orange Country Club,162.0285177675615,11013.67689759171,NA
Silver Dollar Golf & Trap Club,12711 Silver Dollar Dr,Odessa,FL,12711,Public,27 Holes,(813) 920-3884,-82.646021,28.116132,Rocky Point Golf Course,170.06570449609933,17217.34170105441,NA
The Eagles Golf Club,16101 Nine Eagles Dr,Odessa,FL,16101,Public,36 Holes,(813) 920-6681,-82.640283,28.097685,Rocky Point Golf Course,170.06570449609933,15167.511688336308,NA
Blue Cypress Golf & RV Resort,13801 US Highway 441 SE # 288,Okeechobee,FL,13801,Public,9 Holes,(863) 467-5774,-80.685063,27.131545,Belle Glade Club Golf Course,53.82269909783169,47474.5439020817,NA
KOA Campground & Golf Resort,4276 US Highway 441 S,Okeechobee,FL,34974-6255,Public,18 Holes,(800) 562-7748,-80.829584,27.20589,Belle Glade Club Golf Course,53.82269909783169,56874.56163291622,NA
Okeechobee Golf & Country Club,405 NE 131st Ln,Okeechobee,FL,34972-8326,Public,18 Holes,(863) 763-6228,-80.823272,27.365022,Sebastian Municipal Golf Course,114.96179301587176,58209.84134284019,NA
East Lake Woodlands Country Club,1055 E Lake Woodlands Pkwy,Oldsmar,FL,34677-2326,Semi Private,36 Holes,(727) 784-7270,-82.695463,28.060776,Rocky Point Golf Course,170.06570449609933,16037.551902097313,NA
Country Club of Orange Park,2525 Country Club Blvd,Orange Park,FL,32073-5711,Public,18 Holes,(904) 276-7664,-81.766717,30.170098,Hyde Park Golf Club,141.26079974397,12801.829204958609,NA
Eagle Landing Golf Club,3989 Eagle Landing Pkwy,Orange Park,FL,32065-2641,Public,18 Holes,(904) 291-5600,-81.852419,30.163713,Hyde Park Golf Club,141.26079974397,16518.70991485234,NA
Bay Hill Club & Lodge,9000 Bay Hill Blvd,Orlando,FL,32819-4880,Semi Private,27 Holes,(407) 876-2429,-81.509466,28.458448,West Orange Country Club,162.0285177675615,9033.127956007647,NA
Country Club of Orlando,1601 Country Club Dr,Orlando,FL,32804-6603,Private,18 Holes,(407) 425-2319,-81.401217,28.559746,West Orange Country Club,162.0285177675615,19849.83813833202,NA
Dubsdread Golf Course,549 W Par St,Orlando,FL,32804-2913,Municipal,18 Holes,(407) 246-2551,-81.387306,28.582142,Eastwood Golf Club,264.94299446395775,20012.565298014488,NA
Eagle Creek Golf Club,10350 Emerson Lake Blvd,Orlando,FL,10350,Public,18 Holes,(866) 324-5342,-81.239954,28.370736,Hunter's Creek Golf Club,232.23710965510503,16192.55695079959,NA
Eaglewood Golf Club,5800 Pga Blvd,Orlando,FL,32839-3500,Public,18 Holes,(407) 351-5121,-81.41909,28.47469,Hunter's Creek Golf Club,232.23710965510503,11904.287883335346,NA
EastWood Golf Club,13950 Golfway Blvd,Orlando,FL,13950,Public,18 Holes,(407) 281-4653,-81.178535,28.531817,Eastwood Golf Club,264.94299446395775,0,264.94299446395775
Fairways Country Club,14205 E Colonial Dr,Orlando,FL,14205,Public,18 Holes,(407) 282-7535,-81.17356,28.565565,Eastwood Golf Club,264.94299446395775,3359.512342233426,NA
Grande Vista Golf Club,12001 Avenida Verde,Orlando,FL,12001,Public,9 Holes,(407) 238-7677,-81.455003,28.395814,Hunter's Creek Golf Club,232.23710965510503,4838.0948449662155,NA
Grand Cypress Resort,1 N Jacaranda St,Orlando,FL,32836-6618,Public,63 Holes,(800) 835-7377,-81.528121,28.401177,Hunter's Creek Golf Club,232.23710965510503,11285.70271328265,NA
Grande Pines Golf Club,6351 International Golf Club Rd,Orlando,FL,32821-9348,Public,18 Holes,(800) 371-1165,-81.464163,28.399029,Hunter's Creek Golf Club,232.23710965510503,5752.096027953328,NA
Hawk's Landing Orlando World Center Marriott,8701 World Center Dr,Orlando,FL,32821-6358,Public,18 Holes,(800) 567-2623,-81.508765,28.360054,Hunter's Creek Golf Club,232.23710965510503,8479.170897662862,NA
Hunters Creek Golf Course,14401 Sports Club Way,Orlando,FL,14401,Public,18 Holes,(407) 240-6003,-81.410869,28.359006,Hunter's Creek Golf Club,232.23710965510503,0,232.23710965510503
Lake Buena Vista Golf Course,2200 Club Lake Dr,Orlando,FL,32830,Public,18 Holes,(407) 938-4653,-81.522145,28.377851,Hunter's Creek Golf Club,232.23710965510503,9961.66334789056,NA
Lake Nona Golf Club Inc,9100 Chiltern Dr,Orlando,FL,32827-7029,Semi Private,18 Holes,(407) 859-3402,-81.262274,28.415118,Eastwood Golf Club,23.568871109449525,13648.759913808486,NA
Lake Orlando Golf Club,4224 Club House Rd,Orlando,FL,32808-2257,Public,18 Holes,(407) 298-1230,-81.42778,28.595292,West Orange Country Club,162.0285177675615,19315.611517928464,NA
MetroWest Golf Club,2100 S Hiawassee Rd,Orlando,FL,32835-6307,Public,18 Holes,(407) 299-8800,-81.478162,28.519262,West Orange Country Club,162.0285177675615,11335.477433333315,NA
North Shore Golf Club,11507 N Shore Golf Club Blvd,Orlando,FL,11507,Public,18 Holes,(407) 277-9277,-81.220929,28.40147,Eastwood Golf Club,23.568871109449525,13166.568709085152,NA
Orange Tree Golf Club,7540 Woodgreen Dr,Orlando,FL,32819-4684,Semi Private,18 Holes,(407) 351-2521,-81.485989,28.469205,West Orange Country Club,162.0285177675615,10719.672465646161,NA
Osprey Ridge Golf Course,3451 Golfview Blvd,Orlando,FL,32804,Public,18 Holes,(407) 938-4653,-81.386929,28.58357,Eastwood Golf Club,264.94299446395775,20022.668112408075,NA
Rio Pinar Golf & Country Club,8600 El Prado Ave,Orlando,FL,32825-8228,Private,18 Holes,(407) 277-5121,-81.266226,28.526347,Eastwood Golf Club,264.94299446395775,7207.1103918705985,NA
Ritz Carlton Golf Club Grande Lakes Orlando,4048 Central Florida Pkwy,Orlando,FL,32837-7662,Public,18 Holes,(407) 393-4900,-81.429524,28.410088,Hunter's Creek Golf Club,232.23710965510503,4920.197619001851,NA
Shingle Creek Golf Club,9939 Universal Blvd,Orlando,FL,32819-8701,Public,18 Holes,(866) 996-9933,-81.442474,28.425615,Hunter's Creek Golf Club,232.23710965510503,6961.502699003299,NA
Stoneybrook Golf Club,2900 Northampton Ave,Orlando,FL,32828-7946,Public,18 Holes,(407) 384-6888,-81.17987,28.512068,Eastwood Golf Club,23.568871109449525,245.15371888515583,23.568871109449525
Ventura Country Club,3333 Woodgate Blvd,Orlando,FL,32822-4013,Public,18 Holes,(407) 277-2640,-81.300454,28.508981,Eastwood Golf Club,264.94299446395775,10685.31505995537,NA
Waldorf Astoria Golf Club,14224 Bonnet Creek Resort Ln,Orlando,FL,14224,Public,18 Holes,(800) 347-8182,-81.534816,28.353924,Hunter's Creek Golf Club,232.23710965510503,11056.812522888322,NA
Wedgefield Golf Club,20550 Maxim Pkwy,Orlando,FL,20550,Public,18 Holes,(800) 573-3118,-81.07229,28.510462,Eastwood Golf Club,264.94299446395775,9123.540330747697,NA
Oceanside Country Club,75 N Halifax Dr,Ormond Beach,FL,32176-5713,Private,18 Holes,(386) 672-1991,-81.046996,29.293676,Southridge Golf Course,117.25668004241028,37995.49635377088,NA
Club De Bonmont Plantation Bay,300 Plantation Dr,Ormond Beach,FL,32174-9235,Semi Private,27 Holes,(386) 437-4776,-81.229681,29.22443,Southridge Golf Course,117.25668004241028,23208.36396724094,NA
Prestwick Golf Club,1044 Hampstead Ln,Ormond Beach,FL,32174-9284,Semi Private,18 Holes,(386) 437-6664,-81.151014,29.375757,Southridge Golf Course,117.25668004241028,41475.09989988825,NA
Halifax Plantation Golf Club,3400 Clubhouse Dr,Ormond Beach,FL,32174-9293,Public,18 Holes,(800) 839-4044,-81.135049,29.390051,Southridge Golf Course,117.25668004241028,43475.49928875965,NA
River Bend Golf Club,730 Airport Rd,Ormond Beach,FL,32174-8755,Public,18 Holes,(800) 334-8841,-81.107632,29.295362,Southridge Golf Course,117.25668004241028,34931.77593835527,NA
Riviera Country Club,500 Calle Grande St,Ormond Beach,FL,32174-7515,Public,18 Holes,(386) 677-2464,-81.057292,29.259242,Southridge Golf Course,117.25668004241028,34372.31290797725,NA
Tomoka Oaks Golf & Country Club,20 Tomoka Oaks Blvd,Ormond Beach,FL,32174-3885,Public,18 Holes,(386) 677-5931,-81.089629,29.294114,Southridge Golf Course,117.25668004241028,35696.86855432847,NA
The Oaks Club,301 Macewen Dr,Osprey,FL,34229-9096,Private,36 Holes,(941) 966-2161,-82.483595,27.200033,Capri Isles Golf Club,335.91744334392996,11047.072156224744,NA
Cypress Point RV Golf Club,650 Osteen Maytown Rd,Osteen,FL,32764-9797,Public,9 Holes,(407) 323-0760,-81.142321,28.845791,Deltona Golf and Country Club,189.78509515969742,12343.414617649685,NA
Twin Rivers Golf Club,2100 Ekana Dr,Oviedo,FL,32765-5861,Public,18 Holes,(407) 366-1211,-81.174521,28.644011,Eastwood Golf Club,264.94299446395775,12074.109358707223,NA
Stonebrook Golf Club,3200 Cobblestone Dr,Pace,FL,32571-9587,Public,18 Holes,(850) 994-7171,-87.190484,30.640852,Jack Gaither Golf Course,118.56144952303664,278259.7374042471,NA
Palatka Golf Club,1715 Moseley Ave,Palatka,FL,32177-5921,Municipal,18 Holes,(386) 329-0141,-81.649351,29.630233,Hyde Park Golf Club,141.26079974397,73332.9080805576,NA
Jo Daddy's Lighted Golf Course,3255 Jupiter Blvd SE,Palm Bay,FL,32909-4106,Public,9 Holes,(321) 723-1956,-80.656843,27.987508,Sebastian Municipal Golf Course,114.96179301587176,25146.36539081182,NA
Majors Golf Club At Bayside Lakes,3375 Bayside Lakes Blvd SE,Palm Bay,FL,32909-6801,Public,18 Holes,(321) 952-8617,-80.655264,27.95148,Sebastian Municipal Golf Course,114.96179301587176,21992.176015005807,NA
Palm Beach Gardens Golf Course,11401 Northlake Blvd,Palm Beach Gardens,FL,11401,Municipal,18 Holes,(561) 626-7888,-80.219526,26.812289,Eastpointe Country Club,74.65243054055396,9747.995195612044,NA
BallenIsles Country Club,100 Ballenisles Cir,Palm Beach Gardens,FL,33418-3822,Private,54 Holes,(800) 577-8419,-80.118445,26.828188,Eastpointe Country Club,46.75428792248141,4515.1336531867,NA
Country Club At Mirasol,11642 Mirasol Blvd,Palm Beach Gardens,FL,11642,Private,36 Holes,(800) 578-4544,-80.15803,26.846197,Eastpointe Country Club,14.70565675035672,2788.2078020787603,NA
Eastpointe Country Club,13535 Eastpointe Blvd,Palm Beach Gardens,FL,13535,Private,18 Holes,(561) 626-6863,-80.137386,26.873934,Eastpointe Country Club,90.17473611104892,32.732014317689774,90.17473611104892
Eastpointe Golf And Racquet Country Club,13462 Crosspointe Dr,Palm Beach Gardens,FL,13462,Private,18 Holes,(561) 627-5502,-80.138987,26.873943,Eastpointe Country Club,90.17473611104892,185.20501251378232,90.17473611104892
Frenchman's Creek Country Club,13495 Tournament Dr,Palm Beach Gardens,FL,13495,Private,18 Holes,(561) 622-8300,-80.086581,26.876173,Eastpointe Country Club,90.17473611104892,4236.625651105595,NA
Frenchman's Reserve,3370 Grande Corniche,Palm Beach Gardens,FL,33410-1613,Private,18 Holes,(561) 630-0333,-80.085009,26.861591,North Palm Beach Country Club,152.59525433540796,3651.8107969394127,NA
Old Marsh Golf Club,7500 Old Marsh Rd,Palm Beach Gardens,FL,33418-7501,Semi Private,18 Holes,(561) 626-7400,-80.152436,26.870143,Eastpointe Country Club,74.65243054055396,775.497013920979,NA
Old Palm Golf Club,11889 Old Palm Dr,Palm Beach Gardens,FL,11889,Semi Private,18 Holes,(561) 472-5120,-80.120524,26.851755,Eastpointe Country Club,46.75428792248141,2109.748369202243,NA
PGA National Golf Club,1000 Avenue of Champions,Palm Beach Gardens,FL,33418-7019,Semi Private,72 Holes,(800) 633-9150,-80.141091,26.83067,Eastpointe Country Club,14.70565675035672,3892.995835463102,NA
Palm Beach Par 3 Golf Club,2345 S Ocean Blvd,Palm Beach,FL,33480-5364,Municipal,18 Holes,(561) 547-0598,-80.039341,26.634164,West Palm Beach Golf Course,191.85423915233906,2280.6024376793534,NA
Everglades Club,356 Worth Ave,Palm Beach,FL,33480-4617,Private,18 Holes,(561) 820-2662,-80.040084,26.700762,Everglades Golf Course,90.7968879795364,64.67545960807288,90.7968879795364
Palm Beach Country Club,760 N Ocean Blvd,Palm Beach,FL,33480-3300,Private,18 Holes,(561) 844-3501,-80.035407,26.742308,The President Country Club,182.32892463882746,4309.6946500636495,NA
Breakers Ocean Golf Club,1 S County Rd,Palm Beach,FL,33480-4023,Semi Private,18 Holes,(561) 655-6611,-80.037703,26.714867,Everglades Golf Course,90.7968879795364,1644.225438298339,NA
Harbour Ridge Yacht & Country Club,12600 Harbour Ridge Blvd,Palm City,FL,12600,Private,36 Holes,(772) 336-8900,-80.305889,27.22769,Eastpointe Country Club,74.65243054055396,41656.16812724774,NA
Piper's Landing Country Club,6160 SW Thistle Ter,Palm City,FL,34990-3973,Private,18 Holes,(772) 283-1155,-80.268576,27.148296,Eastpointe Country Club,74.65243054055396,32087.579005585023,NA
Martin Downs Country Club,3801 SW Greenwood Way,Palm City,FL,34990-4630,Semi Private,36 Holes,(772) 286-6818,-80.305151,27.173907,Eastpointe Country Club,74.65243054055396,36176.67742779782,NA
Monarch Country Club,1801 SW Monarch Club Dr,Palm City,FL,34990-4712,Semi Private,18 Holes,(772) 286-3715,-80.287186,27.18188,Eastpointe Country Club,74.65243054055396,36243.61411072289,NA
The Evergreen Club,4225 SW Bimini Cir S,Palm City,FL,34990-1346,Semi Private,18 Holes,(772) 286-2113,-80.311104,27.199116,Eastpointe Country Club,74.65243054055396,38958.68866152277,NA
The Floridian,14020 NW Gilson Rd,Palm City,FL,14020,Semi Private,18 Holes,(772) 781-1000,-80.291831,27.207607,Eastpointe Country Club,74.65243054055396,39062.49315974535,NA
The Fox Club,10664 SW Whooping Crane Way,Palm City,FL,10664,Semi Private,18 Holes,(772) 597-4222,-80.396802,27.192152,Eastpointe Country Club,74.65243054055396,42616.39562538119,NA
Hammock Creek Golf Club,2400 SW Golden Bear Way,Palm City,FL,34990-7918,Public,18 Holes,(888) 841-5225,-80.286078,27.149784,Eastpointe Country Club,74.65243054055396,32941.19690799808,NA
Palm Cove Golf and Yacht Club,2363 SW Carriage Hill Ter,Palm City,FL,34990-4321,Public,18 Holes,(772) 287-5605,-80.28321,27.2007,Eastpointe Country Club,74.65243054055396,38034.437052323105,NA
Palm Harbor Golf Club,20 Palm Harbor Dr,Palm Coast,FL,32137-8056,Municipal,18 Holes,(386) 986-4653,-81.198419,29.570078,Southridge Golf Course,117.25668004241028,61608.85102323321,NA
Creek Course At Hammock Dunes,24 Creek Course Dr,Palm Coast,FL,32137-9091,Private,18 Holes,(386) 447-7116,-81.226663,29.602556,Southridge Golf Course,117.25668004241028,64903.66830526274,NA
Hammock Dunes Club,30 Avenue Royal,Palm Coast,FL,32137-2237,Private,18 Holes,(800) 552-1136,-81.175957,29.579534,Southridge Golf Course,117.25668004241028,62972.20628988604,NA
Grand Haven Golf Club,500 Riverfront Dr,Palm Coast,FL,32137-1528,Semi Private,18 Holes,(386) 445-2327,-81.165871,29.538033,Southridge Golf Course,117.25668004241028,58606.732351183615,NA
The Conservatory At Hammock Beach,200 Ocean Crest Dr,Palm Coast,FL,32137-3272,Semi Private,18 Holes,(386) 246-5435,-81.18362,29.576556,Southridge Golf Course,117.25668004241028,62527.164547287466,NA
Cypress Knoll Golf Club,53 Easthampton Blvd,Palm Coast,FL,32164-6260,Public,18 Holes,(386) 437-5807,-81.233057,29.48735,Southridge Golf Course,117.25668004241028,52088.60577087631,NA
Ocean Hammock Resort,105 16th Rd E,Palm Coast,FL,32137-3258,Public,18 Holes,(866) 502-6228,-81.192036,29.603275,Southridge Golf Course,117.25668004241028,65349.602241829845,NA
The Grand Club Pine Course,400 Pine Lakes Pkwy N,Palm Coast,FL,32164-3602,Public,18 Holes,(800) 654-6538,-81.23938,29.537229,Southridge Golf Course,117.25668004241028,57565.37681442198,NA
Highland Lakes Executive Golf Course,3300 MacGregor Dr,Palm Harbor,FL,34684-2348,Private,27 Holes,(727) 784-1402,-82.725573,28.081665,Rocky Point Golf Course,170.06570449609933,19783.881678511254,NA
Innisbrook Resort & Golf Club,36750 US Highway 19 N,Palm Harbor,FL,36750,Semi Private,72 Holes,(727) 942-2000,-82.740077,28.10618,Rocky Point Golf Course,170.06570449609933,22537.550461499013,NA
Lansbrook Golf Club,4605 Village Center Dr,Palm Harbor,FL,34685-1224,Public,18 Holes,(727) 784-7333,-82.697444,28.100649,Rocky Point Golf Course,170.06570449609933,18971.269670397898,NA
Brooker Creek Golf Club,1100 Tarpon Woods Blvd,Palm Harbor,FL,34685-2008,Public,18 Holes,(727) 784-7606,-82.69588,28.088319,Rocky Point Golf Course,170.06570449609933,17928.19210354601,NA
Buffalo Creek Golf Course,8100 Erie Rd,Palmetto,FL,34221-9415,Municipal,18 Holes,(941) 776-2611,-82.548097,27.551519,Sarasota Bay Golf Course,125.71422015800488,14139.519659791093,NA
Imperial Lakewoods Golf Club,6860 Buffalo Rd,Palmetto,FL,34221-8669,Public,18 Holes,(800) 642-2193,-82.502687,27.599153,Caloosa Golf and Country Club,339.8474033573896,19618.054400109504,NA
Palm View Hills Golf Course,5712 28th Ave E,Palmetto,FL,34221-2125,Public,18 Holes,(941) 722-2392,-82.535766,27.56495,Sarasota Bay Golf Course,125.71422015800488,15767.44414891064,NA
Terra Ceia Golf & Country Club,2802 Terra Ceia Bay Blvd,Palmetto,FL,34221-5957,Public,18 Holes,(941) 729-7663,-82.583243,27.538404,Sarasota Bay Golf Course,125.71422015800488,12823.690762043992,NA
Edgewater Beach Resort,11212 Front Beach Rd,Panama City Beach,FL,11212,Semi Private,9 Holes,(800) 874-8686,-85.818233,30.184706,Jack Gaither Golf Course,118.56144952303664,147821.3509356483,NA
Sharks Tooth Golf Club,2003 Wild Heron Way,Panama City Beach,FL,32413-1463,Semi Private,18 Holes,(850) 249-3041,-85.975709,30.281554,Jack Gaither Golf Course,118.56144952303664,161466.37041473514,NA
Bay Point Marriott Resort,4701 Bay Point Rd,Panama City Beach,FL,32408,Public,18 Holes,(850) 235-6950,-85.725906,30.14652,Jack Gaither Golf Course,118.56144952303664,139891.73273673316,NA
Camp Creek Golf Club,684 Fazio Dr,Panama City Beach,FL,32413,Public,18 Holes,(850) 231-7600,-86.040064,30.297107,Jack Gaither Golf Course,118.56144952303664,167485.00705389606,NA
Holiday Golf Club,100 Fairway Blvd,Panama City Beach,FL,32407-2806,Public,27 Holes,(850) 234-1800,-85.84203,30.207653,Jack Gaither Golf Course,118.56144952303664,149677.828340069,NA
Hombre Golf Club,120 Coyote Pass,Panama City Beach,FL,32407-2470,Public,27 Holes,(850) 234-3673,-85.801499,30.189803,Jack Gaither Golf Course,118.56144952303664,146141.1910703303,NA
Bay Dunes,5304 Majette Tower Rd,Panama City,FL,32404-4084,Public,18 Holes,(850) 872-1704,-85.50779,30.246601,Jack Gaither Golf Course,118.56144952303664,117278.04130584146,NA
Callaway Bay Golf Club,2001 Three Putt Ln,Panama City,FL,32404-2737,Public,9 Holes,(850) 874-2999,-85.49916,30.110926,Jack Gaither Golf Course,118.56144952303664,119651.28600450087,NA
Signal Hill Golf Course Inc,9615 Thomas Dr,Panama City,FL,32408-3810,Public,18 Holes,(850) 234-5051,-85.795762,30.17524,Jack Gaither Golf Course,118.56144952303664,145874.0992170167,NA
Parkland Golf Club,10001 Old Club Rd,Parkland,FL,10001,Private,18 Holes,(954) 753-7737,-80.259734,26.326903,Boca Woods Country Club,340.72277163710385,4600.229613162676,NA
River Wilderness Golf & Country Club,2250 Wilderness Blvd,Parrish,FL,34219-9431,Private,18 Holes,(888) 776-8080,-82.437872,27.534705,Sarasota Bay Golf Course,125.71422015800488,17133.10465265773,NA
Palmetto Pines Golf Course,14355 Golf Course Rd,Parrish,FL,14355,Public,36 Holes,(941) 776-1375,-82.397174,27.555764,Caloosa Golf and Country Club,339.8474033573896,18210.31617152243,NA
Manatee Cove Golf Course,861 Marina Rd,Patrick Afb,FL,32925-3613,Semi Private,18 Holes,(321) 494-7856,-80.610952,28.214196,Sebastian Municipal Golf Course,114.96179301587176,46096.319419621446,NA
