course_name,city,state,street_address,zip_code,final_acreage,acreage_source,longitude,latitude
Heritage Palms Golf Club,Indio,CA,44291 Heritage Palms Dr S,44291,49.152232,OSM (Medium Reliability),-116.262869,33.72823
Indian Palms Country Club & Resort,Indio,CA,48630 Monroe St,48630,17.804358,OSM (Medium Reliability),-116.23372,33.695897
Indian Springs Golf & Country Club,Indio,CA,79940 Westward Ho Dr,79940,16.57116796,OSM (Medium Reliability),-116.270076,33.714784
Shadow Hills Golf Club,Indio,CA,80875 Avenue 40,80875,39.31060807,OSM (Medium Reliability),-116.253783,33.758218
Castle Oaks Golf Club,Ione,CA,1000 Castle Oaks Drive,95640,368.6244594,OSM (Medium Reliability),-120.952911,38.361604
Shady Canyon Golf Club,Irvine,CA,100 Shady Canyon Dr,92603-0301,225.1733571,OSM (Medium Reliability),-117.795773,33.633069
Oak Creek Golf Club,Irvine,CA,1 Golf Club Dr,92618-5210,194.0307505,Tigris (High Reliability),-117.771466,33.675573
Rancho San Joaquin Golf Course,Irvine,CA,1 Ethel Coplen Way,92612-1716,153.0916158,OSM (Medium Reliability),-117.831235,33.663948
Strawberry Farms Golf Club,Irvine,CA,11 Strawberry Farm Rd,92612-2300,225.1733571,OSM (Medium Reliability),-117.796399,33.649651
Steele Canyon Golf Club,Jamul,CA,3199 Stonefield Dr,91935-1527,384.5009434,OSM (Medium Reliability),-116.894093,32.743198
Buckingham Golf & Country Club,Kelseyville,CA,2855 Eastlake Dr,95451-9031,75.14112696,OSM (Medium Reliability),-122.752037,39.0011
Konocti Hills Country Club,Kelseyville,CA,10200 Fairway Dr,10200,87.98183881,OSM (Medium Reliability),-122.718941,38.951064
Javier's Fresno West Golf & Country Club,Kerman,CA,23986 W Whitesbridge Ave,23986,146.8945103,Tigris (High Reliability),-120.221975,36.734539
Kern Valley Golf & Country Club,Kernville,CA,9472 Burlando Road,93238,,No Match Found,-118.388738,35.758688
King City Golf Course,King City,CA,613 S Vanderhurst Ave,93930-3023,56.26499008,Tigris (High Reliability),-121.12283,36.206392
Old Brockway Golf Club,Kings Beach,CA,7900 North Lake Blvd,96143,87.83450317,OSM (Medium Reliability),-120.033641,39.238911
Kings River Golf & Country Club,Kingsburg,CA,3100 Avenue 400,93631-8805,183.3881233,OSM (Medium Reliability),-119.505439,36.518027
La Canada Flintridge Country Club,La Canada,CA,5500 Godbey Dr,91011-1836,74.42223029,Tigris (High Reliability),-118.187142,34.214706
Lake Don Pedro Golf and Country Club,La Grange,CA,9643 Fachada Way,95329-8613,69.10874669,Tigris (High Reliability),-120.35463,37.633696
Hacienda Golf Club,La Habra Heights,CA,718 East Rd,90631-8155,222.9708488,Tigris (High Reliability),-117.947365,33.960161
Westridge Golf Club,La Habra,CA,1400 S La Habra Hills Dr,90631-6998,130.7523093,OSM (Medium Reliability),-117.965068,33.915094
Torrey Pines Golf Course,La Jolla,CA,11480 N Torrey Pines Rd,11480,361.8200171,Tigris (High Reliability),-117.243433,32.904429
La Jolla Country Club,La Jolla,CA,7301 High Ave,92037-5210,135.5589448,Tigris (High Reliability),-117.269581,32.837455
La Jolla Beach & Tennis Club,La Jolla,CA,2000 Spindrift Dr,92037-3237,14.72285209,Tigris (High Reliability),-117.260794,32.852141
Sun Valley Fairways,La Mesa,CA,5080 Memorial Dr,91941-3847,,No Match Found,-117.016036,32.770602
La Mirada Golf Course,La Mirada,CA,15501 Alicante Rd,15501,129.5936472,OSM (Medium Reliability),-118.000681,33.902697
SilverRock Resort,La Quinta,CA,79600 Avenue 54,79600,25.23452347,OSM (Medium Reliability),-116.275432,33.656541
La Quinta Country Club,La Quinta,CA,77750 Avenue 50,77750,142.4173397,Tigris (High Reliability),-116.306885,33.68497
Mountain View Country Club,La Quinta,CA,80375 Pomelo,80375,261.5413888,OSM (Medium Reliability),-116.262426,33.679659
Rancho La Quinta Golf Course,La Quinta,CA,79301 Cascadas Cir,79301,222.4207811,Tigris (High Reliability),-116.280807,33.697667
The Hideaway Golf Club,La Quinta,CA,80440 Hideaway Club Ct,80440,545.9111649,OSM (Medium Reliability),-116.262918,33.665844
The Madison Club,La Quinta,CA,53035 Meriwether Way,53035,332.3716649,OSM (Medium Reliability),-116.241017,33.67089
The Palms Golf Club,La Quinta,CA,57000 Palms Dr,57000,49.71353329,OSM (Medium Reliability),-116.241629,33.63695
The Quarry at LaQuinta,La Quinta,CA,1 Quarry Ln,92253-8004,2.661478022,OSM (Medium Reliability),-116.273546,33.623942
Tradition Golf Club,La Quinta,CA,78505 Old Avenue 52,78505,234.8183702,OSM (Medium Reliability),-116.29413,33.674028
Andalusia At Coral Mountain,La Quinta,CA,58830 Marbella St,58830,261.5413888,OSM (Medium Reliability),-116.26814,33.672878
La Quinta Golf Course Citrus,La Quinta,CA,50503 Mandarina,50503,227.6395342,OSM (Medium Reliability),-116.27073,33.680552
PGA West Private Golf Courses,La Quinta,CA,55955 Pga Blvd,55955,83.47983771,OSM (Medium Reliability),-116.265134,33.643505
Greg Norman Course,La Quinta,CA,81405 Kingston Heath,81405,22.03970586,OSM (Medium Reliability),-116.244385,33.647009
La Quinta Resort Golf Course,La Quinta,CA,50200 Avenida Vista Bonita,50200,142.4173397,Tigris (High Reliability),-116.312102,33.685763
Palm Royale Country Club,La Quinta,CA,78259 Indigo Dr,78259,23.76658586,OSM (Medium Reliability),-116.299741,33.727854
PGA West Stadium Clubhouse,La Quinta,CA,56150 Pga Blvd,56150,23.51459517,OSM (Medium Reliability),-116.260362,33.640535
Golf Club At LaQuinta,La Quinta,CA,60151 Trilogy Pkwy,60151,51.0345986,OSM (Medium Reliability),-116.241826,33.609979
Marshall Canyon Golf Course,La Verne,CA,6100 Stephens Ranch Rd,91750-1135,72.21550596,Tigris (High Reliability),-117.754043,34.147897
Sierra La Verne Country Club,La Verne,CA,6300 Country Club Dr,91750-1408,91.52926562,Tigris (High Reliability),-117.766883,34.138488
Aliso Creek Inn & Golf Course,Laguna Beach,CA,31106 Coast Hwy,31106,85.34316796,Tigris (High Reliability),-117.751531,33.51049
El Niguel Country Club,Laguna Niguel,CA,23700 Clubhouse Dr,23700,156.5627231,Tigris (High Reliability),-117.716269,33.512278
Laguna Woods Golf Course,Laguna Woods,CA,24112 Moulton Pkwy,24112,177.3561608,OSM (Medium Reliability),-117.728851,33.612148
Bailey Creek Golf Course,Lake Almanor,CA,433 Durkin Dr,96137-9611,,No Match Found,-121.140473,40.291386
Lake Arrowhead Country Club,Lake Arrowhead,CA,250 Golf Course Road,92352,105.6140513,Tigris (High Reliability),-117.215764,34.255412
Links at Summerly,Lake Elsinore,CA,29381 Village Pkwy,29381,186.8847348,OSM (Medium Reliability),-117.306456,33.649291
Lake Forest Golf & Practice Center,Lake Forest,CA,23308 Cherry Ave,23308,34.40860556,OSM (Medium Reliability),-117.690375,33.624198
Lake Elizabeth Golf & Ranch Club,Lake Hughes,CA,42505 Ranch Club Rd,42505,115.5191147,Tigris (High Reliability),-118.388719,34.65225
Barona Creek Golf Course,Lakeside,CA,1932 Wildcat Canyon Rd,92040-1553,,No Match Found,-116.869462,32.933515
Willowbrook Golf Course,Lakeside,CA,11905 Riverside Dr,11905,45.13851502,Tigris (High Reliability),-116.938316,32.864011
Lakewood Country Club & Tennis Center,Lakewood,CA,3101 Carson St,90712-4005,186.3987786,Tigris (High Reliability),-118.154567,33.832602
Lancaster Golf Center,Lancaster,CA,431 E Avenue K4,93535-4664,,No Match Found,-118.122882,34.671447
Rancho Sierra Golf Club,Lancaster,CA,47205 60th St E,47205,53.18432473,OSM (Medium Reliability),-118.02332,34.74123
Alondra Park Golf Course,Lawndale,CA,16400 Prairie Ave,16400,210.5051011,Tigris (High Reliability),-118.343756,33.881768
Lemoore Municipal Golf Course,Lemoore,CA,350 Iona Ave,93245-9435,83.10729102,Tigris (High Reliability),-119.785239,36.283826
Likely Links & RV Park,Likely,CA,1540 County Road 64,96116,,No Match Found,-120.396731,41.234264
Catta Verdera Country Club At Twelve Bridges,Lincoln,CA,1111 Catta Verdera,95648-9649,250.9126603,OSM (Medium Reliability),-121.243325,38.854117
The Lincoln Hills Club,Lincoln,CA,1005 Sun City Ln,95648-8443,56.36925016,OSM (Medium Reliability),-121.274404,38.869129
Turkey Creek Golf Course,Lincoln,CA,1525 State Highway 193,95648-9639,221.5387597,OSM (Medium Reliability),-121.265235,38.886676
Lindsay Golf Course,Lindsay,CA,801 N Elmwood Ave,93247-1500,,No Match Found,-119.092617,36.212612
Little River Inn Golf & Tennis,Little River,CA,7751 N Highway 1,95456-9500,64.71958058,OSM (Medium Reliability),-123.788559,39.270999
Las Positas Golf Course,Livermore,CA,917 Club House Dr,94551-9608,212.3856536,Tigris (High Reliability),-121.823616,37.696766
Springtown Golf Course,Livermore,CA,939 Larkspur Dr,94551-1423,96.32027844,Tigris (High Reliability),-121.74035,37.706138
Poppy Ridge Golf Course,Livermore,CA,4280 Greenville Rd,94550-9720,,No Match Found,-121.696476,37.660771
The Course At Wente Vineyards,Livermore,CA,5040 Arroyo Rd,94550-9645,205.5382787,OSM (Medium Reliability),-121.758377,37.622722
Crystalaire Country Club,Llano,CA,15701 Boca Raton Ave,15701,326.5668448,Tigris (High Reliability),-117.847027,34.469402
Adam Springs Golf Course,Loch Lomond,CA,14347 Snead Court,14347,33.9206181,OSM (Medium Reliability),-122.723227,38.849236
Micke Grove Golf Links,Lodi,CA,11401 N Micke Grove Rd,11401,130.9351286,OSM (Medium Reliability),-121.269234,38.076186
Lockeford Springs Golf Course,Lodi,CA,16360 N Highway 88,16360,,No Match Found,-121.166004,38.130884
Village Country Club,Lompoc,CA,4300 Clubhouse Rd,93436-1349,106.1566374,Tigris (High Reliability),-120.456463,34.710523
La Purisima Golf Course,Lompoc,CA,3455 E Highway 246,93436-9612,,No Match Found,-120.386232,34.6648
Mt. Whitney Golf Club,Lone Pine,CA,2559 S Main St,93545,12.04801041,Tigris (High Reliability),-118.05773,36.579763
El Dorado Park Golf Course,Long Beach,CA,2400 N Studebaker Rd,90815-2428,114.2533467,OSM (Medium Reliability),-118.099094,33.798379
Heartwell Golf Course,Long Beach,CA,6700 E Carson St,90808-2256,41.80111462,Tigris (High Reliability),-118.102815,33.832054
Recreation Park Golf Course 9,Long Beach,CA,5000 E 7th St,90804-4340,45.00015786,Tigris (High Reliability),-118.134654,33.775278
Recreation Park Golf Course,Long Beach,CA,5001 Deukmejian Dr,90804-4311,152.1688823,Tigris (High Reliability),-118.135376,33.779769
Skylinks At Long Beach Golf Course,Long Beach,CA,4800 E Wardlow Rd,90808-1737,172.2137109,Tigris (High Reliability),-118.138127,33.818606
Virginia Country Club,Long Beach,CA,4602 N Virginia Rd,90807-1916,275.6608863,Tigris (High Reliability),-118.195686,33.838068
Bixby Village Golf Course,Long Beach,CA,6180 Bixby Village Dr,90803-2001,38.90217574,Tigris (High Reliability),-118.114366,33.769599
Indian Creek Country Club Inc,Loomis,CA,4487 Barton Rd,95650-9070,72.04605599,OSM (Medium Reliability),-121.188917,38.803173
Los Altos Golf & Country Club,Los Altos,CA,1560 Country Club Dr,94024-5907,82.34036203,OSM (Medium Reliability),-122.090886,37.351798
Chester Washington Golf Course,Los Angeles,CA,1930 W 120th St,90047-5168,134.2852639,Tigris (High Reliability),-118.312636,33.92338
Harding and Wilson Municipal Golf Course,Los Angeles,CA,4900 Crystal Springs Dr,90027,10.59351025,Tigris (High Reliability),-118.274119,34.12486
Los Feliz Municipal Golf Course,Los Angeles,CA,3207 Los Feliz Blvd,90039-1508,10.59351025,Tigris (High Reliability),-118.269043,34.123254
Maggie Hathaway Golf Course,Los Angeles,CA,1921 W 98th St,90047-5900,,No Match Found,-118.308619,33.947111
Rancho Park Golf Club,Los Angeles,CA,10460 W Pico Blvd,10460,338.7341463,Tigris (High Reliability),-118.41855,34.045427
Roosevelt Municipal Golf Course,Los Angeles,CA,2650 N Vermont Ave,90027-1245,43.98195146,OSM (Medium Reliability),-118.29207,34.117865
Bel Air Country Club,Los Angeles,CA,10768 Bellagio Rd,10768,66.35201898,Tigris (High Reliability),-118.45063,34.08003
Brentwood Country Club,Los Angeles,CA,590 S Burlingame Ave,90049-4826,138.2978982,Tigris (High Reliability),-118.485553,34.046602
Hillcrest Country Club,Los Angeles,CA,10000 W Pico Blvd,10000,338.7341463,Tigris (High Reliability),-118.406292,34.052407
Los Angeles Country Club,Los Angeles,CA,10101 Wilshire Blvd,10101,268.6564751,Tigris (High Reliability),-118.419436,34.067522
Wilshire Country Club,Los Angeles,CA,301 N Rossmore Ave,90004-2403,177.5891054,Tigris (High Reliability),-118.327226,34.076117
Mountain Gate Country Club,Los Angeles,CA,12445 Mountain Gate Dr,12445,153.1499419,Tigris (High Reliability),-118.487839,34.107436
Westchester Golf Course,Los Angeles,CA,6900 W Manchester Ave,90045-3701,55.39105146,Tigris (High Reliability),-118.412596,33.959608
La Rinconada Country Club,Los Gatos,CA,14597 Clearview Dr,14597,115.8171657,OSM (Medium Reliability),-121.975412,37.256633
Sea Pines Golf Resort,Los Osos,CA,1930 Solano St,93402,26.3104495,Tigris (High Reliability),-120.853504,35.316182
Madera Golf Course,Madera,CA,23200 Avenue 17,23200,173.7821007,Tigris (High Reliability),-120.128487,36.996363
Madera Golf & Country Club,Madera,CA,19297 Road 26,19297,159.7320642,Tigris (High Reliability),-120.074263,37.030865
Riverbend Golf Club,Madera,CA,43369 Avenue 12,43369,,No Match Found,-119.760777,36.927403
Paradise Pines Golf Course,Magalia,CA,13917 S Park Dr,13917,,No Match Found,-121.592755,39.814261
Malibu Country Club,Malibu,CA,901 Encinal Canyon Rd,90265-2405,280.849073,Tigris (High Reliability),-118.853752,34.08764
Sierra Star Golf Course,Mammoth Lakes,CA,2001 Sierra Star Parkway,93546,55.30985835,Tigris (High Reliability),-118.982291,37.639139
Manhattan Beach Golf Course,Manhattan Beach,CA,1400 Park View Ave,90266-3714,18.22250559,OSM (Medium Reliability),-118.388436,33.900621
Manteca Park Golf Course,Manteca,CA,305 N Union Rd,95337-4307,101.7724108,OSM (Medium Reliability),-121.235153,37.801007
French Camp RV Park and Golf Course,Manteca,CA,3919 French Camp Rd,95336-8474,90.83332339,OSM (Medium Reliability),-121.221594,37.860938
Pine Meadows Public Golf Course,Martinez,CA,451 Vine Hill Way,94553-4840,20.7452819,Tigris (High Reliability),-122.096906,37.987433
Peach Tree Golf & Country Club,Marysville,CA,2043 Simpson Dantoni Rd,95901-8020,197.7495606,OSM (Medium Reliability),-121.545818,39.136441
Mather Golf Course,Mather,CA,4103 Eagles Nest Rd,95655-2900,172.8338492,OSM (Medium Reliability),-121.261275,38.554526
McCloud Golf Club,McCloud,CA,1001 Squaw Valley Road,96057,196.2058444,OSM (Medium Reliability),-122.133754,41.239327
Beau Pre Golf Club,McKinleyville,CA,1777 Norton Rd,95519-9456,104.0834667,OSM (Medium Reliability),-124.096814,40.963531
Winchester Country Club,Meadow Vista,CA,3030 Legends Dr,95722-9346,206.9945556,OSM (Medium Reliability),-121.047297,38.989301
Menifee Lakes Country Club,Menifee,CA,29875 Menifee Lakes Dr,29875,216.3643449,Tigris (High Reliability),-117.159317,33.687091
Sharon Heights Golf & Country Club,Menlo Park,CA,2900 Sand Hill Rd,94025-7006,108.1870683,Tigris (High Reliability),-122.216145,37.420658
Merced Golf & Country Club,Merced,CA,6333 Golf Rd,95340-9123,119.4963327,Tigris (High Reliability),-120.450243,37.38039
Mill Valley Golf Course,Mill Valley,CA,280 Buena Vista Ave,94941-1205,34.77453631,OSM (Medium Reliability),-122.53799,37.90957
Green Hills Country Club,Millbrae,CA,500 Ludeman Ln,94030,98.18676226,Tigris (High Reliability),-122.407033,37.605188
Spring Valley Golf Course,Milpitas,CA,3441 Calaveras Rd,95035-7214,,No Match Found,-121.842525,37.444999
Summitpointe Golf Club,Milpitas,CA,1500 Country Club Dr,95035-3456,160.9250111,Tigris (High Reliability),-121.881328,37.455502
Goose Creek Golf Course,Mira Loma,CA,11418 68th St,11418,160.2831766,OSM (Medium Reliability),-117.532521,33.964418
Mission Viejo Country Club,Mission Viejo,CA,26200 Country Club Dr,26200,109.073995,Tigris (High Reliability),-117.663099,33.581803
Arroyo Trabuco Golf Course,Mission Viejo,CA,26772 Avery Pkwy,26772,200.9001036,OSM (Medium Reliability),-117.664773,33.542236
Casta del Sol Golf Course,Mission Viejo,CA,27601 Casta del Sol,27601,57.02977306,Tigris (High Reliability),-117.6489,33.616246
Creekside Golf Course,Modesto,CA,701 Lincoln Ave,95354-2003,190.6604794,Tigris (High Reliability),-120.939291,37.649294
Dryden Park Golf Course,Modesto,CA,920 Sunset Ave,95351-3763,126.5883088,Tigris (High Reliability),-121.002377,37.618025
Modesto Municipal Golf Course,Modesto,CA,400 Tuolumne Blvd,95351-3706,55.46345526,Tigris (High Reliability),-120.999344,37.627629
Del Rio Country Club,Modesto,CA,801 Stewart Rd,95356-9639,264.8680989,Tigris (High Reliability),-121.004423,37.74264
St Stanislaus Golf Course,Modesto,CA,5000 Crows Landing Rd,95358-9300,29.59371954,OSM (Medium Reliability),-120.993491,37.565469
Monarch Beach Golf Links,Monarch Beach,CA,33033 Niguel Rd,33033,36.28211264,OSM (Medium Reliability),-117.714463,33.48211
Shasta Valley Country Club,Montague,CA,500 Golf Course Rd,96064-9327,,No Match Found,-122.566376,41.723255
Northwood Golf Club,Monte Rio,CA,19400 Hwy 116,19400,41.59594793,OSM (Medium Reliability),-122.997496,38.477705
Montebello Golf Course,Montebello,CA,901 Via San Clemente,90640-1610,139.0395688,OSM (Medium Reliability),-118.131938,34.028583
Monterey Park Golf Course,Monterey Park,CA,3600 W Ramona Blvd,91754-2104,26.19575267,OSM (Medium Reliability),-118.162042,34.061315
Pasadera Golf & Country Club,Monterey,CA,100 Pasadera Dr,93940-7637,155.9312447,OSM (Medium Reliability),-121.775728,36.571249
Del Monte Golf Course,Monterey,CA,1300 Sylvan Rd,93940-4944,141.8134222,Tigris (High Reliability),-121.871445,36.593203
Laguna Seca Golf Club,Monterey,CA,10520 York Rd,10520,28.29828386,Tigris (High Reliability),-121.79046,36.574854
Monterey Pines Golf Course,Monterey,CA,Fairground & Gardens Road,93940,74.67263825,Tigris (High Reliability),-121.866149,36.593249
Moorpark Country Club,Moorpark,CA,11800 Championship Dr,11800,364.6612937,OSM (Medium Reliability),-118.898168,34.305415
Rustic Canyon Golf Course,Moorpark,CA,13505 Broadway Rd,13505,254.9787396,OSM (Medium Reliability),-118.877794,34.31529
Tierra Rejada Golf Club,Moorpark,CA,15187 Tierra Rejada Rd,15187,414.581021,Tigris (High Reliability),-118.847027,34.268773
Moraga Country Club,Moraga,CA,1600 Saint Andrews Dr,94556-1132,2.906008357,OSM (Medium Reliability),-122.136565,37.835816
Cottonwood Golf Center,Moreno Valley,CA,13671 Frederick St,13671,15.49052076,OSM (Medium Reliability),-117.261294,33.922019
Moreno Valley Ranch Golf Club,Moreno Valley,CA,28095 John F Kennedy Dr,28095,7.101293277,OSM (Medium Reliability),-117.171175,33.902705
Quail Ranch Golf Club,Moreno Valley,CA,15960 Gilman Springs Rd,15960,,No Match Found,-117.07921,33.892384
The Institute LLC,Morgan Hill,CA,14830 Foothill Ave,14830,189.7481211,OSM (Medium Reliability),-121.591958,37.11406
Coyote Creek Golf Club,Morgan Hill,CA,1 Coyote Creek Golf Dr,95037-9052,292.6824749,OSM (Medium Reliability),-121.696645,37.188773
Morro Bay Golf Course,Morro Bay,CA,201 State Park Rd,93442-2438,189.7235351,Tigris (High Reliability),-120.843144,35.350027
Mount Shasta Resort,Mount Shasta,CA,1000 Siskiyou Lake Blvd,96067-9482,96.93524302,OSM (Medium Reliability),-122.318513,41.287142
Mountain House Golf Course,Mountain House,CA,15000 Altamont Pass Rd,15000,,No Match Found,-121.591806,37.7444
Shoreline Golf Links,Mountain View,CA,2940 N Shoreline Blvd,94043-1357,88.2745452,OSM (Medium Reliability),-122.085612,37.431567
