course_name,city,state,street_address,zip_code,holes,course_type,final_acreage,acreage_source,longitude,latitude
Callawassie Island Club,Bluffton,SC,20 Clubhouse Dr,29910-5731,27,Private,19.944694215851708,OSM (Medium Reliability),-80.884042,32.279966
Colleton River Plantation Country Club,Bluffton,SC,60 Colleton River Dr,29910-6314,45,Private,,No Match Found,-80.79804,32.29031
Pinecrest Golf Course,Bluffton,SC,1 Pinecrest Way,29910-7815,18,Semi Private,52.45594585155946,OSM (Medium Reliability),-80.893689,32.256245
May River Golf Club At Palmetto Bluff,Bluffton,SC,350 Mount Pelia Rd,29910,18,Semi Private,416.49626848429074,OSM (Medium Reliability),-80.884943,32.20751
Belfair Golf Club,Bluffton,SC,200 Belfair Oaks Blvd,29910-4881,36,Semi Private,1.1148595219078328,OSM (Medium Reliability),-80.855817,32.286956000000004
Sun City Hilton Head,Bluffton,SC,672 Cypress Hills Dr,29909-5077,36,Public,69.76201841473393,OSM (Medium Reliability),-80.977744,32.27696
Island West Golf Club,Bluffton,SC,40 Island West Dr,29910-5106,18,Public,,No Match Found,-80.917925,32.290362
Eagle's Pointe Golf Club,Bluffton,SC,1 Eagle Pointe Dr,29909-4626,18,Public,,No Match Found,-80.896873,32.294986
Rose Hill Golf Club,Bluffton,SC,4 Clubhouse Dr,29910-5731,18,Public,19.944694215851708,OSM (Medium Reliability),-80.884568,32.280239
Crescent Pointe Golf Club,Bluffton,SC,1 Crescent Point Dr,29910-6130,18,Public,,No Match Found,-80.847623,32.266269
Hilton Head National Golf Club,Bluffton,SC,60 Hilton Head National Dr,29910-6551,45,Public,186.66471044244915,OSM (Medium Reliability),-80.824942,32.236848
The Executive Golf Club,Bluffton,SC,41 Executive Golf Club Dr,29910-6501,9,Public,186.66471044244915,OSM (Medium Reliability),-80.821061,32.23883
Old South Golf Links,Bluffton,SC,50 Buckingham Plantation Dr,29910-6542,18,Public,182.96030241509985,OSM (Medium Reliability),-80.818884,32.225894
Old Carolina Golf Club,Bluffton,SC,89 Old Carolina Rd,29910-8918,9,Public,47.12731694926081,OSM (Medium Reliability),-80.880677,32.271309
Columbia Country Club,Blythewood,SC,135 Columbia Club Dr W,29016-9459,27,Private,259.0607442884977,OSM (Medium Reliability),-80.934351,34.176997
The Windermere Club,Blythewood,SC,1101 Longtown Rd East,29016,18,Semi Private,352.4064549111266,OSM (Medium Reliability),-80.919573,34.171108
The University Club At Cobblestone Park,Blythewood,SC,400 Blythewood Rd,29016-9517,36,Public,299.46129216439834,OSM (Medium Reliability),-80.988485,34.213861
The Golf Club of South Carolina At Crickentree,Blythewood,SC,1084 Langford Rd,29016-9138,18,Public,,No Match Found,-80.890825,34.204839
Camden Country Club,Camden,SC,111 Knights Hill Rd,29020-2144,18,Private,129.2733693585085,OSM (Medium Reliability),-80.618698,34.272822
White Pines Golf Course,Camden,SC,614 Mary Ln,29020-9557,18,Public,133.9063824205113,OSM (Medium Reliability),-80.533721,34.273589
Links O'Tryon,Campobello,SC,11250 New Cut Rd,11250,18,Public,18.731091904614733,OSM (Medium Reliability),-82.212884,35.111817
Timberlake Plantation Golf Course,Chapin,SC,284 Club Dr,29036-8454,18,Public,11.51300709197894,OSM (Medium Reliability),-81.369762,34.078373
Lake Murray Golf Center,Chapin,SC,2032 Old Hilton Rd,29036-8925,9,Public,25.79003454421257,OSM (Medium Reliability),-81.306507,34.14089
Charleston Municipal Golf Course,Charleston,SC,2110 Maybank Hwy,29412-2361,18,Municipal,130.2770915746734,OSM (Medium Reliability),-79.994492,32.758215
Yeamans Hall Club,Charleston,SC,900 Yeamans Hall Rd,29406-2443,18,Private,,No Match Found,-80.033439,32.92698
Country Club of Charleston,Charleston,SC,1 Country Club Dr,29412-2221,18,Private,161.08118548232127,OSM (Medium Reliability),-79.964124,32.765974
Wrenwoods Golf Club,Charleston,SC,100 Cusabee Tr Bld 601,29404,18,Semi Private,197.33533501867768,OSM (Medium Reliability),-80.062785,32.89793
Daniel Island Club,Charleston,SC,600 Island Park Dr,29492-7586,36,Semi Private,,No Match Found,-79.904796,32.879249
Shadowmoss Plantation Golf Club,Charleston,SC,20 Dunvegan Dr,29414-6938,18,Public,333.3304832577313,OSM (Medium Reliability),-80.075061,32.843313
Cheraw State Park Golf Course,Cheraw,SC,100 State Park Rd,29520-8612,18,Municipal,,No Match Found,-79.895556,34.709291
Cheraw Country Club,Cheraw,SC,2431 Cash Rd,29520-5730,18,Public,,No Match Found,-79.892937,34.651457
Chesnee Country Club,Chesnee,SC,166 Country Club Trl,29323-1302,9,Private,75.18689048636324,OSM (Medium Reliability),-81.851078,35.158953
Chester Golf Club,Chester,SC,770 Old Richburg Rd,29706-5764,18,Public,,No Match Found,-81.081534,34.72184
Green River Country Club,Chesterfield,SC,714 Country Club Rd,29709-8108,18,Public,,No Match Found,-80.073479,34.748391
The Walker Golf Course At Clemson University,Clemson,SC,110 Madren Center Drive,29634-0001,18,Public,,No Match Found,-82.842314,34.666393
Musgrove Mill Golf Club,Clinton,SC,772 Musgrove Mill Rd,29325,18,Private,,No Match Found,-81.842445,34.591574
Clio Country Club,Clio,SC,2155 Country Club Rd,29525-3323,9,Public,65.70787127954917,OSM (Medium Reliability),-79.576634,34.589672
River Hills Country Club,Clover,SC,1 Country Club Dr,29710-9295,18,Private,299.6551358969524,OSM (Medium Reliability),-81.05467,35.105547
LinRick Golf Course,Columbia,SC,356 Camp Ground Rd,29203-9665,18,Municipal,223.22884036044655,OSM (Medium Reliability),-81.085622,34.152011
Forest Lake Club,Columbia,SC,340 Country Club Dr,29206-3202,18,Private,140.30266740719549,OSM (Medium Reliability),-80.961884,34.025975
Spring Valley Country Club,Columbia,SC,300 Spring Valley Rd,29223-5918,18,Private,167.72377004923328,OSM (Medium Reliability),-80.914602,34.105992
The Wildewood Country Club,Columbia,SC,90 Mallet Hill Rd,29223-3216,18,Private,337.15105561968585,OSM (Medium Reliability),-80.874799,34.096922
The Woodlands Country Club,Columbia,SC,100 Norse Way,29229-3306,18,Semi Private,316.3830427071596,OSM (Medium Reliability),-80.867486,34.108939
Riverside Golf Center,Columbia,SC,1600 Garner Ln,29210-7100,9,Public,,No Match Found,-81.08386,34.043157
Oak Hills Golf Club,Columbia,SC,7629 Fairfield Rd,29203-9596,18,Public,335.8252678740615,OSM (Medium Reliability),-81.025778,34.107935
Northwoods Golf Club,Columbia,SC,201 Powell Rd,29203-9379,18,Public,167.30131094512302,OSM (Medium Reliability),-80.970963,34.099852
Golf Center,Columbia,SC,109 Tat Rd,29223-8001,9,Public,,No Match Found,-80.915858,34.131513
Club At Rawls Creek,Columbia,SC,2121 Lake Murray Blvd,29212-0952,27,Public,,No Match Found,-81.210699,34.074388
Conway Country Club,Conway,SC,400 Country Club Dr,29526-3908,18,Public,,No Match Found,-79.044404,33.865732
The Witch Golf Links,Conway,SC,1900 Highway 544,29526-9201,18,Public,,No Match Found,-79.020076,33.765342
Quail Creek Golf Club,Conway,SC,107 Citadel Dr,29526-8871,18,Public,84.501725487514,OSM (Medium Reliability),-79.010402,33.789047
Shaftesbury Glen Golf and Fish Club,Conway,SC,681 Caines Landing Rd,29526-7050,18,Public,,No Match Found,-78.902828,33.894739
Kountryside Golf Course,Cope,SC,688 Till Rd,29038-9076,18,Public,,No Match Found,-81.059935,33.428552
Darlington Country Club,Darlington,SC,125 Country Club Rd,29532-4201,18,Semi Private,130.94864352613027,OSM (Medium Reliability),-79.848612,34.306633
Beaver Creek Golf Club,Darlington,SC,1133 E McIver Rd,29532-8103,18,Public,134.09932979845107,OSM (Medium Reliability),-79.802156,34.262103
Daufuskie Island Club & Resort,Daufuskie Island,SC,421 Squire Pope Rd,29926-1253,36,Private,,No Match Found,-80.746151,32.234646
Crestwood Country Club,Denmark,SC,6505 Carolina Hwy,29042-2367,9,Public,,No Match Found,-81.14495,33.303426
River Falls Plantation,Duncan,SC,100 Player Blvd,29334-9464,18,Public,5.347664053319951,OSM (Medium Reliability),-82.076724,34.885811
Smithfields Country Club,Easley,SC,100 Pine Ridge Dr,29642-3217,18,Private,194.38418821390397,OSM (Medium Reliability),-82.556301,34.806306
Rolling Green Golf Course,Easley,SC,386 Hester Store Rd,29640-7063,54,Public,3.6495083776466215,OSM (Medium Reliability),-82.583631,34.919815
Southern Oaks Golf Club,Easley,SC,105 Southern Oaks Dr,29642-7743,18,Public,60.51995211462366,OSM (Medium Reliability),-82.538792,34.740326
Pine Ridge Country Club,Edgefield,SC,425 Pine Ridge Rd,29824-4306,18,Public,,No Match Found,-81.872904,33.81592
The Plantation Course At Edisto,Edisto Island,SC,19 Fairway Dr,29438-3646,18,Public,54.76344114788281,OSM (Medium Reliability),-80.33496,32.486474
The Members Club At Woodcreek,Elgin,SC,301 Club Ridge Rd,29045-8643,18,Semi Private,139.83921492843126,OSM (Medium Reliability),-80.82102,34.124573
Fairdale Country Club,Fairfax,SC,3312 Barton Rd,29827-6751,9,Public,,No Match Found,-81.289898,32.933736
Florence Country Club,Florence,SC,450 Country Club Blvd,29501-5506,18,Private,118.74442526219175,OSM (Medium Reliability),-79.801345,34.184165
Country Club of South Carolina,Florence,SC,3525 McDonald Blvd,29506-8330,18,Private,340.23643090049194,OSM (Medium Reliability),-79.676522,34.247643
The Traces Golf Club,Florence,SC,4322 Southborough Rd,29501-8885,54,Public,376.4646107349336,OSM (Medium Reliability),-79.890965,34.194616
Oakdale Country Club,Florence,SC,3700 W Lake Dr,29501-8564,18,Public,206.7901805118859,OSM (Medium Reliability),-79.871302,34.173471
The Crossing Golf Club,Florence,SC,3540 Shadow Creek Dr,29505-7016,18,Public,376.7814869075203,OSM (Medium Reliability),-79.697011,34.150492
Fort Jackson Golf Club,Fort Jackson,SC,Chesnut Road,29207,36,Semi Private,,No Match Found,-80.896263,34.013966
Fort Mill Golf Club,Fort Mill,SC,101 Country Club Dr,29715-2248,18,Public,150.00358119823755,OSM (Medium Reliability),-80.938514,34.999779
Regent Park Golf Club,Fort Mill,SC,5055 Regent Pkwy,29715-8396,18,Public,,No Match Found,-80.918127,35.075745
Springfield Golf Course,Fort Mill,SC,639 Hambly House Lane,29715,18,Public,368.00925901387313,OSM (Medium Reliability),-80.912197,35.038859
Carolina Springs Golf Club,Fountain Inn,SC,1680 Scuffletown Rd,29644-9464,54,Public,229.59682317982717,OSM (Medium Reliability),-82.187148,34.735235
Penny Branch Club,Furman,SC,400 Penny Branch Trail,29921,18,Public,,No Match Found,-81.166466,32.684714
Sumter National Golf Club,Gable,SC,7305 Myrtle Beach Hwy,29051-9506,18,Public,,No Match Found,-80.105134,33.906262
Cherokee National Golf & Country Club,Gaffney,SC,442 Cherokee National Hwy,29341-4406,18,Private,197.94631563093265,OSM (Medium Reliability),-81.705096,35.125619
Gaffney Country Club,Gaffney,SC,267 Huggin Rd,29340-4082,9,Private,53.84760834164939,OSM (Medium Reliability),-81.632938,35.032558
Tupelo Bay Golf Complex,Garden City,SC,1800 Business 17 South,29576,27,Public,,No Match Found,-79.030713,33.571887
Hidden Valley Country Club,Gaston,SC,147 Excaliber Ct,29053-9744,18,Public,319.49008624523344,OSM (Medium Reliability),-81.130447,33.834404
DeBordieu Colony Country Club,Georgetown,SC,908 Bonnyneck Dr,29440-7316,18,Private,308.03821216925735,OSM (Medium Reliability),-79.164448,33.376485
Wedgefield Plantation Golf Club,Georgetown,SC,129 Clubhouse Ln,29440-4886,18,Public,213.4823229400575,OSM (Medium Reliability),-79.252374,33.426771
Crowfield Golf & Country Club,Goose Creek,SC,300 Hamlet Cir,29445-7113,18,Municipal,283.86080146870074,OSM (Medium Reliability),-80.080035,33.003512
Oaks Golf & Country Club,Goose Creek,SC,130 The Oaks Ave,29445-3219,18,Public,,No Match Found,-80.035529,32.984154
Redbank Plantation Golf Course,Goose Creek,SC,2316 Red Bank Rd,86135,18,Public,115.58299460487964,OSM (Medium Reliability),-79.936111,32.958263
Mountainview Par 3 Golf,Gramling,SC,1275 Turpine Rd,29348,18,Public,,No Match Found,-82.128972,35.07119
Village Greens Country Club,Gramling,SC,13921 Asheville Hwy,13921,18,Public,,No Match Found,-82.133239,35.08015
Sage Valley Golf Club,Graniteville,SC,2240 Sage Valley Drive,29829,18,Semi Private,1381.995480430305,OSM (Medium Reliability),-81.836663,33.599719
Midland Valley Country Club,Graniteville,SC,151 Midland Dr,29829-4026,18,Public,213.50983719392613,OSM (Medium Reliability),-81.827135,33.552662
Republic Golf Club,Great Falls,SC,536 Evans Vaughn Dr,29055-1406,9,Public,,No Match Found,-80.911753,34.566822
Swamp Fox Golf Club,Greeleyville,SC,193 Golf Rd,29056-9114,18,Public,,No Match Found,-79.971497,33.601486
Green Valley Country Club,Greenville,SC,225 Green Valley Rd,29617-7016,18,Private,,No Match Found,-82.465482,34.946434000000004
Greenville Country Club,Greenville,SC,239 Byrd Blvd,29605-1109,36,Private,185.7431436795553,OSM (Medium Reliability),-82.380449,34.817167
Carolina Golf & Tennis Club,Greenville,SC,1409 Edwards Rd,29615-1643,9,Private,27.167054276673927,OSM (Medium Reliability),-82.330675,34.886928
Furman University Golf Club,Greenville,SC,3300 Poinsett Hwy,29613-0002,18,Public,,No Match Found,-82.433321,34.925076
Summersett Golf Club,Greenville,SC,301 Old Rockhouse Rd,29609-6519,18,Public,,No Match Found,-82.414104,34.935405
Donaldson Center Golf Club,Greenville,SC,1074 Perimeter Rd,29605-5459,9,Public,,No Match Found,-82.363086,34.766148
Bonnie Brae Golf Club,Greenville,SC,1116 Ashmore Bridge Rd,29605-5957,18,Public,,No Match Found,-82.352564,34.747524
Crosswinds Golf Course,Greenville,SC,61 Villa Rd,29615-3021,18,Public,,No Match Found,-82.348951,34.858863
Verdae Greens Golf Club,Greenville,SC,650 Verdae Blvd,29607-4022,18,Public,0.5484290932942132,OSM (Medium Reliability),-82.326288,34.826237
Greenwood Country Club,Greenwood,SC,607 Cambridge Ave W,29649-1968,18,Semi Private,224.58015292730536,OSM (Medium Reliability),-82.175187,34.19593
Hunters Creek Golf & Country Club,Greenwood,SC,702 Hunters Creek Blvd,29649-8447,54,Public,,No Match Found,-82.233997,34.202701
Par 3 West,Greenwood,SC,122 Salak Rd,29646-9450,18,Public,,No Match Found,-82.218705,34.147592
Parkland Golf Club,Greenwood,SC,295 Deadfall Rd E,29649-9542,18,Public,,No Match Found,-82.173199,34.248943
Cedar Springs Golf Course,Greenwood,SC,124 Ridge Rd,29649-9699,9,Public,,No Match Found,-82.16073,34.286212
Stoney Point Golf Club,Greenwood,SC,709 Swing About,29649-8633,18,Public,362.2425798083344,OSM (Medium Reliability),-82.097681,34.29107
Thornblade Club,Greer,SC,1275 Thornblade Blvd,29650-4515,18,Private,,No Match Found,-82.263976,34.86778
Greer Golf & Country Club,Greer,SC,2999 E Gap Creek Rd,29651-5404,18,Public,,No Match Found,-82.229504,34.982425
Willow Creek Golf & Country Club,Greer,SC,205 Sandy Run Dr,29651-7410,18,Public,,No Match Found,-82.142395,34.809548
Twin Lakes Country Club,Hamer,SC,141 W Country Club Rd,29547-7116,18,Public,,No Match Found,-79.346355,34.469341
Tradition National Golf Club,Hardeeville,SC,2005 Wiregrass Way,29927-4153,18,Semi Private,,No Match Found,-81.013734,32.326292
Pintail Creek Golf Course,Hardeeville,SC,261 Pin Tail Creek Dr,29927-7609,18,Public,,No Match Found,-81.076834,32.218602
Hartsville Country Club,Hartsville,SC,116 Golf Course Rd,29550-3038,18,Private,175.83343039355475,OSM (Medium Reliability),-80.079917,34.389009
Sandy Point Country Club,Hartsville,SC,3688 Middendorf Rd,29550-0233,18,Public,,No Match Found,-80.13533,34.451963
Hideaway Golf,Hemingway,SC,10811 Old Pee Dee Rd,10811,9,Public,,No Match Found,-79.309219,33.713408
Moss Creek Golf Club,Hilton Head Island,SC,100 Devils Elbow Ln,29926-1165,36,Private,30.11403657045243,OSM (Medium Reliability),-80.814438,32.251561
Sea Pines Country Club,Hilton Head Island,SC,30 Governors Rd,29928-3034,18,Private,27.97000497905199,OSM (Medium Reliability),-80.776374,32.153473
Haig Point Club,Hilton Head Island,SC,10 Haig Point Ct,29928-3200,27,Private,61.20187437353776,OSM (Medium Reliability),-80.769118,32.172846
Long Cove Club,Hilton Head Island,SC,44 Long Cove Dr,29928-3305,18,Private,77.11385529623979,OSM (Medium Reliability),-80.750868,32.166076
Bear Creek Golf Club,Hilton Head Island,SC,237 Whooping Crane Way,29926-2522,18,Private,72.03057545600437,OSM (Medium Reliability),-80.725255,32.230311
Dolphin Head Golf Course,Hilton Head Island,SC,56 High Bluff Rd,29926-1815,18,Private,38.60883297848804,OSM (Medium Reliability),-80.714909,32.257857
Spanish Wells Club,Hilton Head Island,SC,1 Brams Point Rd,29926-2050,9,Semi Private,117.93858035046382,OSM (Medium Reliability),-80.781538,32.192153
The Golf Club at Indigo Run,Hilton Head Island,SC,101 Berwick Dr,29926-2290,18,Semi Private,78.52404174689823,OSM (Medium Reliability),-80.744907,32.20057
Harbour Town Golf Links,Hilton Head Island,SC,11 Lighthouse Ln,29928-7271,18,Public,18.263088291917317,OSM (Medium Reliability),-80.810307,32.136064
Shipyard Golf Club,Hilton Head Island,SC,45 Shipyard Dr,29928-4942,54,Public,,No Match Found,-80.746311,32.156359
Country Club of Hilton Head,Hilton Head Island,SC,70 Skull Creek Dr,29926-1305,18,Public,50.26389207456949,OSM (Medium Reliability),-80.743157,32.245556
Palmetto Dunes Resort,Hilton Head Island,SC,7 Trent Jones Ln,29928-7655,54,Public,27.39753251404411,OSM (Medium Reliability),-80.719109,32.170377
Oyster Reef Golf Course,Hilton Head Island,SC,155 High Bluff Rd,29926-1847,18,Public,38.44010507804105,OSM (Medium Reliability),-80.714052,32.244221
Palmetto Hall,Hilton Head Island,SC,108 Fort Howell Dr,29926-2771,36,Public,226.58077345412173,OSM (Medium Reliability),-80.708454,32.230743
Port Royal Golf Resort,Hilton Head Island,SC,10 Clubhouse Dr,29928-3804,54,Public,54.20636973408046,OSM (Medium Reliability),-80.684981,32.211436
Sea Pines Resort,Hilton Head Island,SC,100 N Sea Pines Dr,29928-5803,36,Public,60.33860685604121,OSM (Medium Reliability),-80.790199,32.126977
The Golden Bear Club At Indigo Run,Hilton Head Island,SC,100 Indigo Run Dr,29926-2222,18,Public,,No Match Found,-80.72056,32.206208
Wexford Golf Club,Hilton Head,SC,111 Wexford Club Dr,29938,18,Private,61.20187437353776,OSM (Medium Reliability),-80.762519,32.17428
Cokesbury Hills Golf Course,Hodges,SC,3818 Cokesbury Rd,29653-9185,9,Public,27.608745232600427,OSM (Medium Reliability),-82.200905,34.282145
Holly Hill Country Club,Holly Hills,SC,Highway #176,29059,9,Private,,No Match Found,-80.422139,33.3348
The Links at Stono Ferry,Hollywood,SC,4812 Stono Links Dr,29449-5973,18,Public,184.8292527877049,OSM (Medium Reliability),-80.1597,32.756895
Sedgewood Country Club,Hopkins,SC,9560 Garners Ferry Rd,29061-9566,18,Public,160.25211979160497,OSM (Medium Reliability),-80.849414,33.951023
Carolina Lakes Golf Club,Indian Land,SC,23012 Kingfisher Dr,23012,18,Public,135.41560717762025,OSM (Medium Reliability),-80.844041,34.931344
Twin Oaks Par 3 Golf and Driving Range,Inman,SC,260 Cochran Rd,29349-9578,18,Public,31.139992120753263,OSM (Medium Reliability),-82.174381,35.017965
Woodfin Ridge Golf Club,Inman,SC,215 S Woodfin Ridge Dr,29349-5914,18,Public,152.2140594888916,OSM (Medium Reliability),-82.016429,35.098797
Wild Dunes Resort,Isle of Palms,SC,5757 Palm Blvd,29451-2734,36,Public,148.76676343917265,OSM (Medium Reliability),-79.739835,32.803314
Jim & Lilie Golf Club,Jackson,SC,755 Foreman Street Extension,29831,18,Public,,No Match Found,-81.791342,33.338189
Bermuda Run Golf Club,Jefferson,SC,1928 McBee Hwy,29718-9471,18,Public,,No Match Found,-80.422231,34.584517
Cassique Golf Club,Johns Island,SC,100 Old Cedar Ln,29455-5658,18,Private,361.3975063614624,OSM (Medium Reliability),-80.150666,32.597374
The Seabrook Island Club,Johns Island,SC,3772 Seabrook Island Rd,29455-6024,36,Private,,No Match Found,-80.176993,32.560146
Kiawah Island Club,Johns Island,SC,10 River Crse,29455-5203,18,Semi Private,180.88622248365624,OSM (Medium Reliability),-80.099162,32.611859
The Golf Club At Briar's Creek,Johns Island,SC,4000 Briars Creek Ln,29455-7315,18,Semi Private,,No Match Found,-80.083807,32.641352
The Wellman Club,Johnsonville,SC,436 Club House Dr,29555-6522,18,Public,,No Match Found,-79.440955,33.808953
Kershaw Country Club & Golf Course,Kershaw,SC,301 Country Club Dr,29067,18,Municipal,,No Match Found,-80.550916,34.54846
Kiawah Island Resort,Kiawah Island,SC,1 Sanctuary Beach Dr,29455-5434,90,Public,64.37305823202013,OSM (Medium Reliability),-80.092755,32.604214
Lake City Country Club,Lake City,SC,140 S Country Club Road,29560,18,Private,100.69918046120851,OSM (Medium Reliability),-79.786669,33.869536
Governor's Run,Lamar,SC,665 Club Dr,29069-8869,18,Public,,No Match Found,-80.035554,34.177833
Lancaster Golf Club,Lancaster,SC,1821 Spring Club Rd,29720-3818,18,Public,156.33877584896598,OSM (Medium Reliability),-80.784426,34.684834
