course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude
Mountain House Golf Course,15000 Altamont Pass Rd,Mountain House,CA,15000,Public,18 Holes,(888) 833-8963,-121.591806,37.7444
Shoreline Golf Links,2940 N Shoreline Blvd,Mountain View,CA,94043-1357,Municipal,18 Holes,(650) 903-4653,-122.085612,37.431567
Golf Club Moffett Field,934 Macon Rd,Mountain View,CA,94035,Semi Private,18 Holes,(650) 603-8026,-122.040225,37.419509
Forest Meadows Golf Course,633 Forest Meadows Dr,Murphys,CA,95247-9530,Public,18 Holes,(209) 728-3439,-120.409335,38.164899
Bear Creek Golf & Country Club,22640 Bear Creek Dr N,Murrieta,CA,22640,Semi Private,18 Holes,(800) 992-2327,-117.267219,33.578489
California Oaks Golf Course,40603 Colony Dr,Murrieta,CA,40603,Public,18 Holes,(951) 677-2221,-117.206453,33.575523
SCGA Golf Course,39500 Robert Trent Pkwy,Murrieta,CA,39500,Public,18 Holes,(800) 752-9724,-117.145764,33.562317
Napa Golf Course At Kennedy Park,2295 Streblow Dr,Napa,CA,94558-6211,Municipal,18 Holes,(707) 255-4333,-122.280173,38.268967
Napa Valley Country Club,3385 Hagen Rd,Napa,CA,94558-3849,Private,18 Holes,(707) 252-1111,-122.246174,38.323582
Silverado Country Club & Resort,1600 Atlas Peak Rd,Napa,CA,94558-1425,Semi Private,36 Holes,(707) 257-0200,-122.267201,38.348537
Vineyard Knolls Golf Club,1129 Dealy Ln,Napa,CA,94559-9706,Semi Private,9 Holes,(707) 226-8184,-122.341968,38.262178
National City Golf Course,1439 Sweetwater Rd,National City,CA,91950-7632,Municipal,9 Holes,(619) 474-1400,-117.084296,32.661119
Rivers Edge Golf Course,144 Marina Dr,Needles,CA,92363-3714,Municipal,18 Holes,(866) 808-9136,-114.608008,34.849809
Friendly Valley Golf Course,19345 Avenue of The Oaks,Newhall,CA,19345,Private,9 Holes,(661) 252-3223,-118.475114,34.402017
Big Canyon Country Club,1 Big Canyon Dr,Newport Beach,CA,92660-5202,Private,18 Holes,(949) 644-5404,-117.868923,33.61947
The Newport Beach Country Club,1600 E Coast Hwy,Newport Beach,CA,92660-6214,Semi Private,18 Holes,(949) 644-9680,-117.881364,33.609731
Hyatt Newport Back Bay Golf Course,1107 Jamboree Rd,Newport Beach,CA,92660-6219,Public,9 Holes,(949) 644-1700,-117.887747,33.616864
Newport Beach Golf Course,3100 Irvine Ave,Newport Beach,CA,92660-3104,Public,18 Holes,(949) 852-8681,-117.879861,33.659465
Pelican Hill Golf Club,22800 Pelican Hill Rd S,Newport Beach,CA,22800,Public,36 Holes,(877) 735-4226,-117.844426,33.589318
Rio La Paz Golf Club,201 Lee Rd,Nicolaus,CA,95659-9710,Public,18 Holes,(916) 488-4653,-121.606045,38.881783
BlackLake Resort Golf Course,1490 Golf Course Ln,Nipomo,CA,93444-9307,Public,54 Holes,(805) 343-1214,-120.544381,35.05116
Monarch Dunes Golf Club,1606 Trilogy Pkwy,Nipomo,CA,93444,Public,27 Holes,(888) 343-3332,-120.551575,35.031638
Hidden Valley Golf Club,10 Clubhouse Dr,Norco,CA,92860-3819,Public,18 Holes,(951) 737-1010,-117.518267,33.915042
Mission Hills Golf Course,16111 Plummer St,North Hills,CA,16111,Public,9 Holes,(818) 892-3019,-118.480633,34.244231
Porter Valley Country Club,19216 Singing Hills Dr,Northridge,CA,19216,Semi Private,18 Holes,(818) 368-2919,-118.552965,34.276229
Norwalk Golf Center,13717 Shoemaker Ave,Norwalk,CA,13717,Municipal,9 Holes,(562) 921-7047,-118.055455,33.906109
Marin Country Club,500 Country Club Dr,Novato,CA,94949-5813,Private,18 Holes,(415) 382-6707,-122.563857,38.065279
Indian Valley Golf Club,3035 Novato Blvd,Novato,CA,94947-1002,Public,18 Holes,(415) 897-1118,-122.63573,38.120483
StoneTree Golf Club,9 Stonetree Ln,Novato,CA,94945-3541,Public,18 Holes,(415) 209-6090,-122.509957,38.102793
Oakdale Golf & Country Club,243 N Stearns Rd,Oakdale,CA,95361-9231,Private,18 Holes,(209) 847-2924,-120.816892,37.778151
Lake Chabot Golf Course,11450 Golf Links Rd,Oakland,CA,11450,Municipal,36 Holes,(510) 351-5812,-122.118419,37.742992
Claremont Country Club,5295 Broadway Ter,Oakland,CA,94618-1418,Private,18 Holes,(510) 653-6789,-122.248165,37.837613
Sequoyah Country Club,4550 Heafey Rd,Oakland,CA,94605-4627,Private,18 Holes,(510) 632-2900,-122.134919,37.766019
Metropolitan Golf Links,10051 Doolittle Dr,Oakland,CA,10051,Public,18 Holes,(510) 569-5555,-122.192621,37.720599
Center City Golf Course,Oceanside Boulevard @ Saratoga,Oceanside,CA,92054,Municipal,18 Holes,(760) 433-8590,-117.358265,33.197462
El Camino Country Club,3202 Vista Way,Oceanside,CA,92056-3607,Private,18 Holes,(760) 757-2100,-117.321822,33.182594
Ocean Hills Country Club,4701 Leisure Village Way,Oceanside,CA,92056-5100,Private,18 Holes,(760) 758-8772,-117.267852,33.162386
Arrowood Golf Course,5201 A Village Dr,Oceanside,CA,92057,Public,18 Holes,(760) 967-8400,-117.288241,33.274351
Emerald Isle Golf Course,660 S El Camino Real,Oceanside,CA,92057-8600,Public,18 Holes,(760) 721-4700,-117.332191,33.215256
Oceanside Golf Course,825 Douglas Dr,Oceanside,CA,92054-6915,Public,18 Holes,(760) 433-1360,-117.32179,33.25218
Soule Park Golf Course,1033 E Ojai Ave,Ojai,CA,93023-3018,Municipal,18 Holes,(805) 646-5633,-119.233352,34.445632
Ojai Valley Inn and Spa,905 Country Club Rd,Ojai,CA,93023-3734,Public,18 Holes,(805) 646-2420,-119.255369,34.440159
Plumas Lake Golf & Country Club,1551 Country Club Rd,Olivehurst,CA,95901-9678,Public,18 Holes,(530) 742-3201,-121.561124,39.033557
Resort At Squaw Creek,400 Squaw Creek Road,Olympic Valley,CA,96146,Public,18 Holes,(800) 403-4742,-120.218133,39.198031
Creekside Golf Course,3151 E Riverside Dr,Ontario,CA,91761-7475,Municipal,9 Holes,(909) 947-1981,-117.58143,34.019101
Whispering Lakes Golf Course,2525 E Riverside Dr,Ontario,CA,91761-7363,Municipal,18 Holes,(909) 923-3673,-117.604942,34.019386
Orinda Country Club,315 Camino Sobrante,Orinda,CA,94563-1855,Private,18 Holes,(925) 254-0811,-122.190531,37.891511
Lake Oroville Golf & Country Club,5131 Royal Oaks Dr,Oroville,CA,95966-3823,Public,9 Holes,(530) 589-0777,-121.471714,39.53212
Table Mountain Golf Course,2700 Oro Dam Blvd W,Oroville,CA,95965-9210,Public,18 Holes,(530) 533-3922,-121.626199,39.498146
River Ridge Golf Club,2401 W Vineyard Ave,Oxnard,CA,93036-2218,Municipal,45 Holes,(805) 983-4653,-119.202939,34.229018
Pacific Grove Golf Course,77 Asilomar Blvd,Pacific Grove,CA,93950-2037,Municipal,18 Holes,(831) 648-5775,-121.931815,36.634009
Riviera Country Club,1250 Capri Dr,Pacific Palisades,CA,90272-4001,Semi Private,18 Holes,(310) 454-6591,-118.501633,34.051845
Sharp Park Golf Course,Highway 1 & Sharp Park Rd,Pacifica,CA,94044,Municipal,18 Holes,(650) 359-3380,-122.488477,37.625189
Hansen Dam Golf Course,10400 Glenoaks Blvd,Pacoima,CA,10400,Municipal,18 Holes,(818) 899-2200,-118.396051,34.259133
Desert Willow Golf Resort,38995 Desert Willow Dr,Palm Desert,CA,38995,Municipal,36 Holes,(800) 320-3323,-116.362486,33.761205
Avondale Golf Club,75800 Avondale Dr,Palm Desert,CA,75800,Private,18 Holes,(760) 345-2727,-116.341983,33.763797
Bighorn Golf Club,255 Palowet Dr,Palm Desert,CA,92260-7326,Private,36 Holes,(760) 341-4653,-116.407839,33.678029
Chaparral Country Club,100 Chaparral Dr,Palm Desert,CA,92260-0322,Private,18 Holes,(760) 340-1501,-116.379104,33.742529
Indian Ridge Country Club,76375 Country Club Dr,Palm Desert,CA,76375,Private,36 Holes,(760) 772-7272,-116.32306,33.758106
Ironwood Country Club,73735 Irontree Dr,Palm Desert,CA,73735,Private,36 Holes,(760) 766-1062,-116.380312,33.690139
Marrakesh Country Club,47000 Marrakesh Dr,Palm Desert,CA,47000,Private,18 Holes,(760) 568-2660,-116.374047,33.707421
Palm Desert Greens Country Club,73750 Country Club Dr,Palm Desert,CA,73750,Private,18 Holes,(760) 346-8005,-116.3797,33.758122
Portola Country Club,42500 Portola Ave,Palm Desert,CA,42500,Private,18 Holes,(760) 568-1592,-116.373598,33.739881
Santa Rosa Country Club,38105 Portola Ave,Palm Desert,CA,38105,Private,18 Holes,(760) 568-5717,-116.370961,33.771928
Shadow Mountain Golf Club,73800 Ironwood St,Palm Desert,CA,73800,Private,18 Holes,(760) 346-8242,-116.378493,33.7144
The Lakes Country Club,161 Old Ranch Rd,Palm Desert,CA,92211-3211,Private,36 Holes,(760) 568-4321,-116.350273,33.756242
Monterey Country Club,41500 Monterey Ave,Palm Desert,CA,41500,Semi Private,27 Holes,(760) 346-1115,-116.391062,33.747106
Mountain Vista Golf Course At Sun City Palm Desert,38180 del Webb Blvd,Palm Desert,CA,38180,Semi Private,36 Holes,(760) 200-2200,-116.294276,33.772466
Palm Valley Country Club,39205 Palm Valley Dr,Palm Desert,CA,39205,Semi Private,36 Holes,(760) 345-2742,-116.331098,33.766091
Stone Eagle Golf Club,72450 Stone Eagle Dr,Palm Desert,CA,72450,Semi Private,18 Holes,(760) 773-6223,-116.403127,33.698598
Classic Club,75200 North Star Resort Pkwy,Palm Desert,CA,75200,Public,18 Holes,(760) 601-3600,-116.328134,33.763792
Desert Falls Country Club,1111 Desert Falls Pkwy,Palm Desert,CA,92211-1709,Public,18 Holes,(760) 340-5646,-116.349316,33.760756
Desert Springs Golf Club,74855 Country Club Dr,Palm Desert,CA,74855,Public,36 Holes,(800) 331-3112,-116.359532,33.757843
Oasis Country Club,42330 Casbah Way,Palm Desert,CA,42330,Public,18 Holes,(760) 345-2715,-116.326013,33.741752
Palm Desert Resort Country Club,77333 Country Club Dr,Palm Desert,CA,77333,Public,18 Holes,(760) 345-2791,-116.320268,33.758105
Palm Desert Country Club,77200 California Dr,Palm Desert,CA,77200,Public,27 Holes,(760) 345-2525,-116.318676,33.736676
Shadow Ridge Golf Club,9002 Shadow Ridge Rd,Palm Desert,CA,92211-2057,Public,18 Holes,(760) 674-2700,-116.384974,33.782532
Suncrest Country Club,73450 Country Club Dr,Palm Desert,CA,73450,Public,9 Holes,(760) 340-2467,-116.384232,33.758059
The First Tee Coachella Valley,74945 Sheryl Ave,Palm Desert,CA,74945,Public,9 Holes,(760) 779-1877,-116.35726,33.737136
Woodhaven Country Club,41555 Woodhaven Dr E,Palm Desert,CA,41555,Public,18 Holes,(760) 345-7513,-116.305414,33.746547
Tahquitz Creek Golf Resort,1885 Golf Club Dr,Palm Springs,CA,92264-3860,Municipal,36 Holes,(760) 328-1005,-116.483608,33.801314
Canyon Estates,2323 S Madrona Dr,Palm Springs,CA,92264-9514,Private,9 Holes,(760) 327-1346,-116.530438,33.790025
O'Donnell Golf Club,301 N Belardo Rd,Palm Springs,CA,92262-5600,Semi Private,9 Holes,(760) 325-2259,-116.548105,33.827062
Seven Lakes Country Club,1 Desert Lakes Dr,Palm Springs,CA,92264-5520,Semi Private,18 Holes,(760) 328-9774,-116.501674,33.797963
Canyon Country Club,1100 E Murray Canyon Dr,Palm Springs,CA,92264-9484,Public,18 Holes,(760) 327-6550,-116.534102,33.783085
Escena Golf Club,1100 Clubhouse View,Palm Springs,CA,92262,Public,19 Holes,(760) 778-2737,-116.495965,33.838868
Indian Canyons Golf Resort,1100 E Murray Canyon Dr,Palm Springs,CA,92264-4009,Public,36 Holes,(760) 327-6550,-116.534039,33.782846
Mesquite Golf Club,2700 E Mesquite Ave,Palm Springs,CA,92264-5050,Public,18 Holes,(760) 323-9377,-116.516369,33.808784
Tommy Jacobs' Bel Air Greens,1001 S El Cielo Rd,Palm Springs,CA,92264-3515,Public,9 Holes,(760) 322-6062,-116.510829,33.807749
Antelope Valley Country Club,39800 Country Club Dr,Palmdale,CA,39800,Private,18 Holes,(661) 947-3400,-118.141384,34.605051
Desert Aire Golf Course,3620 E Avenue P,Palmdale,CA,93550-3112,Public,9 Holes,(661) 538-0370,-118.064021,34.601983
Rancho Vista Golf Course,3905 Club Rancho Dr,Palmdale,CA,93551-5334,Public,18 Holes,(661) 272-9903,-118.198518,34.619
Palo Alto Municipal Golf Course,1875 Embarcadero Rd,Palo Alto,CA,94303-3333,Municipal,18 Holes,(650) 856-0881,-122.114858,37.452848
Palo Alto Hills Golf & Country Club,3000 Alexis Dr,Palo Alto,CA,94304-1303,Private,18 Holes,(650) 948-2320,-122.170751,37.373736
Palo Cedro Golf Club,22499 Golftime Dr,Palo Cedro,CA,22499,Semi Private,9 Holes,(530) 547-3012,-122.219909,40.556131
Palos Verdes Golf Club,3301 Via Campesina,Palos Verdes Estates,CA,90274-1468,Public,18 Holes,(310) 375-2533,-118.388246,33.757598
Lava Creek Golf Course,5325 Clark Rd,Paradise,CA,95969-6325,Public,9 Holes,(530) 872-4653,-121.607829,39.741337
The Tuscan Ridge Club,3100 Skyway,Paradise,CA,95969,Public,18 Holes,(530) 624-7006,-121.700019,39.72005
Eaton Canyon Golf Course,1150 Sierra Madre Villa Ave,Pasadena,CA,91107-1558,Municipal,9 Holes,(626) 794-6773,-118.080421,34.166963
Annandale Golf Club,1 N San Rafael Ave,Pasadena,CA,91105-1247,Private,18 Holes,(626) 796-6125,-118.171117,34.143653
Brookside Golf Course,1133 Rosemont Ave,Pasadena,CA,91103-2401,Public,36 Holes,(626) 585-3595,-118.166598,34.164608
Hunter Ranch Golf Course,4041 E Highway 46,Paso Robles,CA,93446-7301,Public,18 Holes,(805) 237-7444,-120.621365,35.651771
Paso Robles Golf Club,1600 Country Club Dr,Paso Robles,CA,93446-3427,Public,18 Holes,(805) 238-4710,-120.665504,35.610802
River Oaks Golf Course,700 Clubhouse Dr,Paso Robles,CA,93446-7170,Public,9 Holes,(805) 226-2096,-120.680088,35.64976
The Links At Vista Del Hombre,5151 Jardine Rd,Paso Robles,CA,93446-9259,Public,18 Holes,(805) 227-4567,-120.605713,35.675827
Diablo Grande,9521 Morton Davis Dr,Patterson,CA,95363-8610,Public,36 Holes,(209) 892-4653,-121.266733,37.401841
Pauma Valley Country Club,15835 Pauma Valley Drive,Pauma Valley,CA,15835,Private,18 Holes,(760) 742-3721,-116.988951,33.299437
Monterey Peninsula Country Club,3000 Club Rd,Pebble Beach,CA,93953-2545,Private,36 Holes,(831) 373-1556,-121.947162,36.601414
Cypress Point Club,3150 17 Mile Dr,Pebble Beach,CA,93953-3605,Semi Private,18 Holes,(831) 624-2223,-121.972704,36.579442
Pebble Beach Golf Links,1700 17 Mile Dr,Pebble Beach,CA,93953-2668,Public,27 Holes,(800) 654-9300,-121.950839,36.568416
Poppy Hills Golf Course,3200 Lopez Rd,Pebble Beach,CA,93953-2900,Public,18 Holes,(831) 622-8239,-121.938305,36.582719
The Links At Spanish Bay,2700 17 Mile Dr,Pebble Beach,CA,93953-2668,Public,18 Holes,(800) 654-9300,-121.940337,36.612714
Spyglass Hill Golf Course,Spyglass Hill Rd & Stevenson Dr,Pebble Beach,CA,93953,Public,18 Holes,(800) 654-9300,-121.957935,36.581986
Lake Wildwood Country Club,11255 Cottontail Way,Penn Valley,CA,11255,Private,18 Holes,(530) 432-1163,-121.199169,39.223419
Petaluma Golf & Country Club,1500 Country Club Dr,Petaluma,CA,94952-5271,Private,9 Holes,(707) 762-7041,-122.614917,38.22042
Adobe Creek Golf Course,1901 Frates Rd,Petaluma,CA,94954-5890,Public,18 Holes,(707) 765-3000,-122.584545,38.244898
Rooster Run Golf Club,2301 E Washington St,Petaluma,CA,94954-3897,Public,18 Holes,(707) 778-1211,-122.61407,38.262633
Pico Rivera Municipal Golf Course,3260 Fairway Dr,Pico Rivera,CA,90660-1420,Municipal,9 Holes,(562) 692-9933,-118.064999,34.01431
Pine Mountain Club,2524 Beechwood Way,Pine Mountain Club,CA,93222,Semi Private,9 Holes,(661) 242-3734,-118.941799,34.81913
Mace Meadow Golf & Country Club,26570 Fairway Drive,Pioneer,CA,26570,Public,18 Holes,(209) 295-7020,-120.532009,38.45592
Pittsburg's Delta View Golf Course,2232 Golf Club Rd,Pittsburg,CA,94565-4800,Municipal,18 Holes,(925) 252-4080,-121.910771,38.013373
Alta Vista Country Club,777 Alta Vista St,Placentia,CA,92870-5101,Semi Private,18 Holes,(714) 528-1103,-117.853426,33.876267
Cold Springs Golf & Country Club,6500 Clubhouse Dr,Placerville,CA,95667-9350,Private,18 Holes,(530) 622-4567,-120.878531,38.743044
Contra Costa Country Club,801 Golf Club Rd,Pleasant Hill,CA,94523-1101,Private,18 Holes,(925) 685-8288,-122.080823,37.973847
Grayson Woods Golf Course,400 Iron Hill St,Pleasant Hill,CA,94523-5603,Public,9 Holes,(925) 935-7277,-122.09755,37.948405
Callippe Preserve Golf Course,8500 Club House Dr,Pleasanton,CA,94566-9848,Municipal,18 Holes,(925) 426-6666,-121.86055,37.627392
Castlewood Country Club,707 Country Club Cir,Pleasanton,CA,94566-9743,Private,36 Holes,(925) 846-5151,-121.894988,37.636553
Ruby Hill Golf Club,3404 W Ruby Hill Dr,Pleasanton,CA,94566-3604,Semi Private,18 Holes,(925) 417-5840,-121.816626,37.640021
Pleasanton Golf Center,4501 Pleasanton Ave,Pleasanton,CA,94566-7001,Public,9 Holes,(925) 462-4653,-121.880084,37.661717
Mountain Meadows Golf Course,1875 Fairplex Dr,Pomona,CA,91768-1240,Municipal,18 Holes,(909) 623-3704,-117.775481,34.081403
Palm Lake Golf Course,1300 W Phillips Blvd,Pomona,CA,91766-4220,Public,9 Holes,(909) 629-2852,-117.769436,34.045595
Aetna Springs Golf Course,1600 Aetna Springs Rd,Pope Valley,CA,94567-9416,Private,9 Holes,(707) 967-6282,-122.481737,38.654218
SeaBee (CBC) Golf Course of Port Hueneme,MWR Code 19 Bldg. 233 NCBC,Port Hueneme,CA,93043-0001,Public,18 Holes,(805) 982-2620,-119.202941,34.172907
Porterville Golf Course,702 E Isham Ave,Porterville,CA,93257-5015,Municipal,9 Holes,(559) 784-9468,-119.001209,36.062978
River Island Country Club,31989 River Island Dr,Porterville,CA,31989,Private,27 Holes,(559) 784-9425,-119.047679,36.05755
Grizzly Ranch Golf Club,4456 Grizzly Rd,Portola,CA,96122-5429,Semi Private,18 Holes,(866) 901-1010,-120.423312,39.844548
StoneRidge Country Club,17166 Stoneridge Country Club Ln,Poway,CA,17166,Semi Private,18 Holes,(858) 487-2138,-117.038598,33.021939
Maderas Golf Club,17750 Old Coach Rd,Poway,CA,17750,Public,18 Holes,(858) 451-8100,-117.022409,33.035097
Mt. Woodson Country Club,16422 N Woodson Dr,Ramona,CA,16422,Public,18 Holes,(760) 788-3555,-116.955599,33.01485
San Vicente Inn & Golf Club,24157 San Vicente Rd,Ramona,CA,24157,Public,18 Holes,(760) 789-3477,-116.807212,33.002681
Red Hill Country Club,8358 Red Hill Country Club Dr,Rancho Cucamonga,CA,91730-1899,Private,18 Holes,(909) 982-4559,-117.621712,34.108672
Empire Lakes Golf Course,11015 6th St,Rancho Cucamonga,CA,11015,Public,18 Holes,(909) 481-6663,-117.563416,34.084391
The Club at Morningside,39033 Morningside Dr,Rancho Mirage,CA,39033,Private,18 Holes,(760) 321-1555,-116.425837,33.769582
Desert Island Golf & Country Club,71777 Frank Sinatra Dr,Rancho Mirage,CA,71777,Private,18 Holes,(760) 328-0841,-116.41143,33.772276
Sunrise Country Club,71601 Country Club Dr,Rancho Mirage,CA,71601,Private,18 Holes,(760) 328-1139,-116.414733,33.757658
Tamarisk Country Club,70240 Frank Sinatra Dr,Rancho Mirage,CA,70240,Private,18 Holes,(760) 328-2141,-116.438213,33.772658
The Springs Country Club,1 Duke Dr,Rancho Mirage,CA,92270-3647,Private,18 Holes,(760) 324-8292,-116.419866,33.764909
Thunderbird Country Club,70612 Highway 111,Rancho Mirage,CA,70612,Private,18 Holes,(760) 328-2161,-116.434105,33.756877
Mission Hills Country Club,34600 Mission Hills Dr,Rancho Mirage,CA,34600,Semi Private,54 Holes,(760) 324-9400,-116.43391,33.797722
Rancho Las Palmas Country Club,42000 Bob Hope Dr,Rancho Mirage,CA,42000,Public,54 Holes,(866) 423-1195,-116.407981,33.740379
Mission Hills Golf Club,71333 Dinah Shore Dr,Rancho Mirage,CA,71333,Public,18 Holes,(760) 328-3198,-116.418326,33.801469
Rancho Mirage Country Club,38500 Bob Hope Dr,Rancho Mirage,CA,38500,Public,18 Holes,(760) 324-4711,-116.407929,33.768298
The Westin Mission Hills Resort,70705 Ramon Rd,Rancho Mirage,CA,70705,Public,18 Holes,(760) 770-2908,-116.427476,33.815932
Rancho Murieta Country Club,7000 Alameda Dr,Rancho Murieta,CA,95683-9148,Private,36 Holes,(916) 354-2400,-121.089596,38.494925
Los Verdes Golf Course,7000 Los Verdes Dr,Rancho Palos Verdes,CA,90275-5600,Municipal,18 Holes,(310) 377-7888,-118.398834,33.757705
The Links at Terranea,100 Terranea Way,Rancho Palos Verdes,CA,90275,Public,9 Holes,(310) 265-2755,-118.398194,33.73907
Trump National Golf Course,1 Ocean Trl,Rancho Palos Verdes,CA,90275-6169,Public,18 Holes,(310) 303-3240,-118.348335,33.730024
The Bridges At Rancho Santa Fe,18550 Seven Bridges Rd,Rancho Santa Fe,CA,18550,Private,18 Holes,(858) 756-8700,-117.188646,33.056989
The Farms Golf Club,8500 St. Andrews Road,Rancho Santa Fe,CA,92067,Private,18 Holes,(858) 756-5585,-117.176845,32.985793
Del Mar Country Club,6001 Clubhouse Drive,Rancho Santa Fe,CA,92067,Semi Private,18 Holes,(858) 759-5500,-117.195727,32.978568
Morgan Run Resort & Club,5690 Cancha de Golf,Rancho Santa Fe,CA,92091-4408,Semi Private,45 Holes,(858) 756-2471,-117.209306,32.991195
Rancho Santa Fe Golf Club,5827 Via De La Cumbre,Rancho Santa Fe,CA,92067,Semi Private,18 Holes,(858) 756-1182,-117.209233,33.024761
Tijeras Creek Golf Club,29082 Tijeras Crk,Rancho Santa Margarita,CA,29082,Public,18 Holes,(949) 589-9793,-117.620203,33.609709
Fairbanks Ranch Country Club,15150 San Dieguito Road,Rancho Sante Fe,CA,15150,Private,27 Holes,(858) 259-8819,-117.206819,32.9791
Wilcox Oaks Golf Club,Wilcox Golf Road,Red Bluff,CA,96080,Private,18 Holes,(530) 527-7087,-122.258133,40.222263
Oak Creek Golf Course,2620 Montgomery Rd,Red Bluff,CA,96080-4614,Public,9 Holes,(530) 529-0674,-122.224024,40.146474
