Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Median Value,Median Household Income (In 2022 Inflation Adjusted Dollars),Total Population,Housing Units,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Median Gross Rent,Occupied Housing Units,Occupied Housing Units: Built 2020 or Later,Occupied Housing Units: Built 2010 to 2019,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Year Structure Built,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Vacant Housing Units:,Vacant Housing Units: For Rent,Vacant Housing Units: For Sale Only,Vacant Housing Units: Other Vacant
ACSSF,HI,150,0,15,3,5100,2,1500000US150030051002,"Block Group 2, Census Tract 51, Honolulu County, Hawaii",,,1.50E+11,174451,0,15,"Block Group 2, Census Tract 51, Honolulu County, Hawaii",,24767,1285,642,0.067355908,0.067355908,0,793,628,0,0,0,54,47,451,22,48,6,0,1975,628,19,609,14,0,0,14
ACSSF,HI,150,0,15,3,5200,1,1500000US150030052001,"Block Group 1, Census Tract 52, Honolulu County, Hawaii",,,1.50E+11,101119,35339,15,"Block Group 1, Census Tract 52, Honolulu County, Hawaii",,,767,524,0.052686732,0.039042264,0.013644464,1236,418,0,0,5,313,6,41,34,0,0,19,1993,418,8,410,106,106,0,0
ACSSF,HI,150,0,15,3,5200,2,1500000US150030052002,"Block Group 2, Census Tract 52, Honolulu County, Hawaii",,,1.50E+11,69435,0,15,"Block Group 2, Census Tract 52, Honolulu County, Hawaii",,23274,1923,956,0.026809005,0.026809005,0,828,931,0,0,5,97,485,220,67,14,5,38,1982,931,7,924,25,0,0,25
ACSSF,HI,150,0,15,3,5300,1,1500000US150030053001,"Block Group 1, Census Tract 53, Honolulu County, Hawaii",,,1.50E+11,215096,0,15,"Block Group 1, Census Tract 53, Honolulu County, Hawaii",,71964,3439,1057,0.083049037,0.083049037,0,1881,943,0,20,15,52,115,224,338,147,32,0,1970,943,0,943,114,114,0,0
ACSSF,HI,150,0,15,3,5300,2,1500000US150030053002,"Block Group 2, Census Tract 53, Honolulu County, Hawaii",,,1.50E+11,134350,0,15,"Block Group 2, Census Tract 53, Honolulu County, Hawaii",402800,26458,1014,507,0.051872827,0.051872827,0,868,468,0,0,0,0,0,283,149,10,10,16,1972,468,121,347,39,0,0,39
ACSSF,HI,150,0,15,3,5400,1,1500000US150030054001,"Block Group 1, Census Tract 54, Honolulu County, Hawaii",,,1.50E+11,82625,0,15,"Block Group 1, Census Tract 54, Honolulu County, Hawaii",,41011,1492,454,0.031901691,0.031901691,0,801,395,0,0,4,9,2,34,101,165,57,23,1958,395,0,395,59,12,0,47
ACSSF,HI,150,0,15,3,5500,1,1500000US150030055001,"Block Group 1, Census Tract 55, Honolulu County, Hawaii",,,1.50E+11,215737,0,15,"Block Group 1, Census Tract 55, Honolulu County, Hawaii",763600,65938,2096,646,0.083296522,0.083296522,0,1518,578,0,9,82,39,124,123,63,92,11,35,1974,578,228,350,68,13,0,55
ACSSF,HI,150,0,15,3,5601,1,1500000US150030056011,"Block Group 1, Census Tract 56.01, Honolulu County, Hawaii",,,1.50E+11,51923,0,15,"Block Group 1, Census Tract 56.01, Honolulu County, Hawaii",937500,15991,1182,437,0.020047583,0.020047583,0,359,413,0,0,6,7,200,127,73,0,0,0,1981,413,19,394,24,0,0,24
ACSSF,HI,150,0,15,3,5601,2,1500000US150030056012,"Block Group 2, Census Tract 56.01, Honolulu County, Hawaii",,,1.50E+11,103176,3493,15,"Block Group 2, Census Tract 56.01, Honolulu County, Hawaii",804700,84500,1231,296,0.041185133,0.039836477,0.001348655,583,296,0,22,20,0,83,16,0,24,30,101,1957,296,126,170,0,0,0,0
ACSSF,HI,150,0,15,3,5602,1,1500000US150030056021,"Block Group 1, Census Tract 56.02, Honolulu County, Hawaii",,,1.50E+11,334654,0,15,"Block Group 1, Census Tract 56.02, Honolulu County, Hawaii",896600,125150,1235,259,0.129210636,0.129210636,0,2773,259,0,14,81,11,0,0,44,67,0,42,1965,259,199,60,0,0,0,0
ACSSF,HI,150,0,15,3,5602,2,1500000US150030056022,"Block Group 2, Census Tract 56.02, Honolulu County, Hawaii",,,1.50E+11,107818,0,15,"Block Group 2, Census Tract 56.02, Honolulu County, Hawaii",,46250,688,316,0.041628763,0.041628763,0,1369,244,0,32,11,0,0,112,62,15,12,0,1975,244,89,155,72,0,0,72
ACSSF,HI,150,0,15,3,5602,3,1500000US150030056023,"Block Group 3, Census Tract 56.02, Honolulu County, Hawaii",,,1.50E+11,338018,7220,15,"Block Group 3, Census Tract 56.02, Honolulu County, Hawaii",618400,95393,2346,571,0.133297145,0.130509481,0.002787658,1510,571,0,10,93,43,14,53,160,85,94,19,1965,571,232,339,0,0,0,0
ACSSF,HI,150,0,15,3,5700,1,1500000US150030057001,"Block Group 1, Census Tract 57, Honolulu County, Hawaii",,,1.50E+11,3495303,1926170,15,"Block Group 1, Census Tract 57, Honolulu County, Hawaii",512300,69792,1864,588,2.093242407,1.349544048,0.743698418,1708,588,0,192,356,11,0,9,0,20,0,0,2007,588,154,434,0,0,0,0
ACSSF,HI,150,0,15,3,5700,2,1500000US150030057002,"Block Group 2, Census Tract 57, Honolulu County, Hawaii",,,1.50E+11,501210,19570,15,"Block Group 2, Census Tract 57, Honolulu County, Hawaii",,42083,1005,467,0.201074287,0.193518266,0.007556019,857,398,0,0,31,48,0,25,190,82,9,13,1965,398,0,398,69,69,0,0
ACSSF,HI,150,0,15,3,5800,1,1500000US150030058001,"Block Group 1, Census Tract 58, Honolulu County, Hawaii",,,1.50E+11,222927,0,15,"Block Group 1, Census Tract 58, Honolulu County, Hawaii",,36346,877,336,0.086072601,0.086072601,0,483,316,0,0,11,23,75,20,22,81,62,22,1958,316,28,288,20,0,20,0
ACSSF,HI,150,0,15,3,5800,2,1500000US150030058002,"Block Group 2, Census Tract 58, Honolulu County, Hawaii",,,1.50E+11,286632,0,15,"Block Group 2, Census Tract 58, Honolulu County, Hawaii",431500,66932,2045,761,0.11066924,0.11066924,0,1595,704,0,0,0,26,31,31,554,35,27,0,1965,704,414,290,57,0,27,30
ACSSF,HI,150,0,15,3,5900,1,1500000US150030059001,"Block Group 1, Census Tract 59, Honolulu County, Hawaii",,,1.50E+11,1962930,481065,15,"Block Group 1, Census Tract 59, Honolulu County, Hawaii",766300,64250,1819,653,0.943631768,0.757891536,0.185740247,1481,602,0,15,0,13,22,214,193,79,19,47,1968,602,63,539,51,28,0,23
ACSSF,HI,150,0,15,3,5900,2,1500000US150030059002,"Block Group 2, Census Tract 59, Honolulu County, Hawaii",,,1.50E+11,178406,0,15,"Block Group 2, Census Tract 59, Honolulu County, Hawaii",,,1146,0,0.068882942,0.068882942,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,6000,1,1500000US150030060001,"Block Group 1, Census Tract 60, Honolulu County, Hawaii",,,1.50E+11,150786,0,15,"Block Group 1, Census Tract 60, Honolulu County, Hawaii",617600,137422,2674,556,0.058218803,0.058218803,0,1274,458,0,10,37,44,36,61,64,84,41,81,1966,458,292,166,98,0,0,98
ACSSF,HI,150,0,15,3,6000,2,1500000US150030060002,"Block Group 2, Census Tract 60, Honolulu County, Hawaii",,,1.50E+11,132629,0,15,"Block Group 2, Census Tract 60, Honolulu County, Hawaii",1048700,95650,1470,405,0.051208347,0.051208347,0,1800,335,0,0,0,59,0,33,97,48,62,36,1958,335,153,182,70,0,20,50
ACSSF,HI,150,0,15,3,6000,3,1500000US150030060003,"Block Group 3, Census Tract 60, Honolulu County, Hawaii",,,1.50E+11,432089,0,15,"Block Group 3, Census Tract 60, Honolulu County, Hawaii",,97500,1711,428,0.16683051,0.16683051,0,1710,428,0,0,0,9,0,36,137,157,70,19,1958,428,114,314,0,0,0,0
ACSSF,HI,150,0,15,3,6100,1,1500000US150030061001,"Block Group 1, Census Tract 61, Honolulu County, Hawaii",,,1.50E+11,204668,0,15,"Block Group 1, Census Tract 61, Honolulu County, Hawaii",1009600,103542,1732,368,0.079022758,0.079022758,0,1600,368,0,12,28,39,13,71,63,75,9,58,1967,368,141,227,0,0,0,0
ACSSF,HI,150,0,15,3,6100,2,1500000US150030061002,"Block Group 2, Census Tract 61, Honolulu County, Hawaii",,,1.50E+11,271191,0,15,"Block Group 2, Census Tract 61, Honolulu County, Hawaii",975000,151250,2512,417,0.104707435,0.104707435,0,2034,393,0,12,33,28,23,89,35,45,71,57,1967,393,244,149,24,0,0,24
ACSSF,HI,150,0,15,3,6202,1,1500000US150030062021,"Block Group 1, Census Tract 62.02, Honolulu County, Hawaii",,,1.50E+11,107011,0,15,"Block Group 1, Census Tract 62.02, Honolulu County, Hawaii",1020800,48393,1926,350,0.04131718,0.04131718,0,1094,331,0,7,13,0,6,68,111,84,32,10,1964,331,44,287,19,0,0,19
ACSSF,HI,150,0,15,3,6202,2,1500000US150030062022,"Block Group 2, Census Tract 62.02, Honolulu County, Hawaii",,,1.50E+11,36280,0,15,"Block Group 2, Census Tract 62.02, Honolulu County, Hawaii",,29770,980,276,0.014007787,0.014007787,0,853,257,0,0,0,0,0,37,159,34,27,0,1964,257,0,257,19,19,0,0
ACSSF,HI,150,0,15,3,6203,1,1500000US150030062031,"Block Group 1, Census Tract 62.03, Honolulu County, Hawaii",,,1.50E+11,338731,0,15,"Block Group 1, Census Tract 62.03, Honolulu County, Hawaii",411800,51384,3296,967,0.13078478,0.13078478,0,,903,0,0,9,79,64,199,280,64,208,0,1967,903,344,559,64,0,0,64
ACSSF,HI,150,0,15,3,6203,2,1500000US150030062032,"Block Group 2, Census Tract 62.03, Honolulu County, Hawaii",,,1.50E+11,151005,0,15,"Block Group 2, Census Tract 62.03, Honolulu County, Hawaii",866100,87157,1506,415,0.05830336,0.05830336,0,1782,376,0,10,35,94,47,101,23,32,26,8,1980,376,120,256,39,0,0,39
ACSSF,HI,150,0,15,3,6301,1,1500000US150030063011,"Block Group 1, Census Tract 63.01, Honolulu County, Hawaii",,,1.50E+11,281119,0,15,"Block Group 1, Census Tract 63.01, Honolulu County, Hawaii",902500,105938,1138,295,0.108540654,0.108540654,0,2927,271,0,0,3,0,7,23,99,131,8,0,1960,271,197,74,24,0,0,24
ACSSF,HI,150,0,15,3,6301,2,1500000US150030063012,"Block Group 2, Census Tract 63.01, Honolulu County, Hawaii",,,1.50E+11,304152,0,15,"Block Group 2, Census Tract 63.01, Honolulu County, Hawaii",893500,116719,1533,299,0.117433749,0.117433749,0,1563,285,0,6,29,0,32,10,88,88,22,10,1962,285,212,73,14,0,0,14
ACSSF,HI,150,0,15,3,6301,3,1500000US150030063013,"Block Group 3, Census Tract 63.01, Honolulu County, Hawaii",,,1.50E+11,197351,0,15,"Block Group 3, Census Tract 63.01, Honolulu County, Hawaii",1061300,108750,1318,246,0.076197654,0.076197654,0,1156,240,0,11,16,0,2,58,37,54,23,39,1960,240,179,61,6,0,0,6
ACSSF,HI,150,0,15,3,6302,1,1500000US150030063021,"Block Group 1, Census Tract 63.02, Honolulu County, Hawaii",,,1.50E+11,101915,0,15,"Block Group 1, Census Tract 63.02, Honolulu County, Hawaii",651800,136000,758,135,0.039349604,0.039349604,0,1213,128,0,0,0,0,10,7,58,53,0,0,1961,128,71,57,7,0,0,7
ACSSF,HI,150,0,15,3,6302,2,1500000US150030063022,"Block Group 2, Census Tract 63.02, Honolulu County, Hawaii",,,1.50E+11,559269,0,15,"Block Group 2, Census Tract 63.02, Honolulu County, Hawaii",865400,29196,2425,514,0.215934977,0.215934977,0,639,479,0,40,0,0,63,6,146,154,0,70,1961,479,30,449,35,0,0,35
ACSSF,HI,150,0,15,3,6401,1,1500000US150030064011,"Block Group 1, Census Tract 64.01, Honolulu County, Hawaii",,,1.50E+11,201017,0,15,"Block Group 1, Census Tract 64.01, Honolulu County, Hawaii",939200,141354,2319,437,0.0776131,0.0776131,0,1465,417,0,13,20,42,48,116,3,175,0,0,1973,417,279,138,20,0,10,10
ACSSF,HI,150,0,15,3,6402,1,1500000US150030064021,"Block Group 1, Census Tract 64.02, Honolulu County, Hawaii",,,1.50E+11,146593,0,15,"Block Group 1, Census Tract 64.02, Honolulu County, Hawaii",880000,159018,1040,353,0.056599878,0.056599878,0,,313,0,0,0,13,0,50,54,51,145,0,1956,313,301,12,40,0,0,40
ACSSF,HI,150,0,15,3,6402,2,1500000US150030064022,"Block Group 2, Census Tract 64.02, Honolulu County, Hawaii",,,1.50E+11,164016,0,15,"Block Group 2, Census Tract 64.02, Honolulu County, Hawaii",845000,151888,1370,343,0.063326932,0.063326932,0,2408,317,0,0,22,43,7,30,61,50,92,12,1963,317,242,75,26,0,0,26
ACSSF,HI,150,0,15,3,6402,3,1500000US150030064023,"Block Group 3, Census Tract 64.02, Honolulu County, Hawaii",,,1.50E+11,2019760,0,15,"Block Group 3, Census Tract 64.02, Honolulu County, Hawaii",882200,147738,2426,500,0.779833734,0.779833734,0,,492,0,25,0,38,39,53,166,127,19,25,1965,492,462,30,8,0,0,8
ACSSF,HI,150,0,15,3,6402,4,1500000US150030064024,"Block Group 4, Census Tract 64.02, Honolulu County, Hawaii",,,1.50E+11,202609,0,15,"Block Group 4, Census Tract 64.02, Honolulu County, Hawaii",1009000,175216,1995,416,0.078227773,0.078227773,0,1808,355,0,17,12,0,63,113,37,39,21,53,1972,355,246,109,61,0,0,61
ACSSF,HI,150,0,15,3,6500,1,1500000US150030065001,"Block Group 1, Census Tract 65, Honolulu County, Hawaii",,,1.50E+11,9534809,0,15,"Block Group 1, Census Tract 65, Honolulu County, Hawaii",917100,125806,3088,857,3.681410551,3.681410551,0,2182,820,0,9,74,28,38,15,329,206,94,27,1963,820,657,163,37,0,0,37
ACSSF,HI,150,0,15,3,6500,2,1500000US150030065002,"Block Group 2, Census Tract 65, Honolulu County, Hawaii",,,1.50E+11,157343,0,15,"Block Group 2, Census Tract 65, Honolulu County, Hawaii",837300,125474,1521,305,0.060750473,0.060750473,0,2172,305,0,0,9,8,28,51,40,117,39,13,1959,305,199,106,0,0,0,0
ACSSF,HI,150,0,15,3,6703,1,1500000US150030067031,"Block Group 1, Census Tract 67.03, Honolulu County, Hawaii",,,1.50E+11,1886969,0,15,"Block Group 1, Census Tract 67.03, Honolulu County, Hawaii",1047100,131379,1746,475,0.728562832,0.728562832,0,2703,470,0,34,50,4,0,86,227,29,40,0,1967,470,250,220,5,0,5,0
ACSSF,HI,150,0,15,3,6704,1,1500000US150030067041,"Block Group 1, Census Tract 67.04, Honolulu County, Hawaii",,,1.50E+11,182562,0,15,"Block Group 1, Census Tract 67.04, Honolulu County, Hawaii",,80339,2397,976,0.070487589,0.070487589,0,2241,976,0,306,106,37,69,96,205,114,15,28,1984,976,0,976,0,0,0,0
ACSSF,HI,150,0,15,3,6704,2,1500000US150030067042,"Block Group 2, Census Tract 67.04, Honolulu County, Hawaii",,,1.50E+11,239946,0,15,"Block Group 2, Census Tract 67.04, Honolulu County, Hawaii",902800,59018,433,254,0.092643671,0.092643671,0,1727,254,0,101,21,57,26,18,31,0,0,0,1999,254,55,199,0,0,0,0
ACSSF,HI,150,0,15,3,6704,3,1500000US150030067043,"Block Group 3, Census Tract 67.04, Honolulu County, Hawaii",,,1.50E+11,6615345,0,15,"Block Group 3, Census Tract 67.04, Honolulu County, Hawaii",1130800,189063,1022,308,2.55419898,2.55419898,0,,281,11,11,11,9,12,75,139,13,0,0,1970,281,240,41,27,0,0,27
ACSSF,HI,150,0,15,3,6704,4,1500000US150030067044,"Block Group 4, Census Tract 67.04, Honolulu County, Hawaii",,,1.50E+11,10341066,0,15,"Block Group 4, Census Tract 67.04, Honolulu County, Hawaii",1102100,149856,768,278,3.992707968,3.992707968,0,,269,0,11,0,0,1,28,219,10,0,0,1966,269,227,42,9,0,0,9
ACSSF,HI,150,0,15,3,6704,5,1500000US150030067045,"Block Group 5, Census Tract 67.04, Honolulu County, Hawaii",,,1.50E+11,915216,0,15,"Block Group 5, Census Tract 67.04, Honolulu County, Hawaii",1023300,128854,2719,892,0.353366882,0.353366882,0,3243,821,0,14,56,17,9,35,471,209,10,0,1964,821,747,74,71,0,0,71
ACSSF,HI,150,0,15,3,6806,1,1500000US150030068061,"Block Group 1, Census Tract 68.06, Honolulu County, Hawaii",,,1.50E+11,218253,0,15,"Block Group 1, Census Tract 68.06, Honolulu County, Hawaii",1092700,151719,973,303,0.084267959,0.084267959,0,2750,289,0,5,7,0,0,88,182,7,0,0,1967,289,269,20,14,0,0,14
ACSSF,HI,150,0,15,3,6806,2,1500000US150030068062,"Block Group 2, Census Tract 68.06, Honolulu County, Hawaii",,,1.50E+11,264513,0,15,"Block Group 2, Census Tract 68.06, Honolulu County, Hawaii",962900,138333,763,260,0.102129042,0.102129042,0,3370,260,0,0,11,0,30,123,85,8,3,0,1973,260,220,40,0,0,0,0
ACSSF,HI,150,0,15,3,6810,1,1500000US150030068101,"Block Group 1, Census Tract 68.10, Honolulu County, Hawaii",,,1.50E+11,803304,0,15,"Block Group 1, Census Tract 68.10, Honolulu County, Hawaii",,82250,2861,709,0.310157418,0.310157418,0,3279,678,0,329,240,57,0,8,44,0,0,0,2009,678,0,678,31,0,0,31
ACSSF,HI,150,0,15,3,6810,2,1500000US150030068102,"Block Group 2, Census Tract 68.10, Honolulu County, Hawaii",,,1.50E+11,192462,0,15,"Block Group 2, Census Tract 68.10, Honolulu County, Hawaii",,62917,913,319,0.074309997,0.074309997,0,3361,307,0,114,135,22,6,0,0,30,0,0,2008,307,0,307,12,12,0,0
ACSSF,HI,150,0,15,3,6811,1,1500000US150030068111,"Block Group 1, Census Tract 68.11, Honolulu County, Hawaii",,,1.50E+11,938238,0,15,"Block Group 1, Census Tract 68.11, Honolulu County, Hawaii",,75735,1714,413,0.362255722,0.362255722,0,3501,404,0,211,150,35,8,0,0,0,0,0,2011,404,20,384,9,9,0,0
ACSSF,HI,150,0,15,3,6812,1,1500000US150030068121,"Block Group 1, Census Tract 68.12, Honolulu County, Hawaii",,,1.50E+11,539083,0,15,"Block Group 1, Census Tract 68.12, Honolulu County, Hawaii",474900,95819,1418,618,0.208141118,0.208141118,0,1512,611,0,0,0,4,164,324,19,55,31,14,1976,611,421,190,7,0,0,7
ACSSF,HI,150,0,15,3,6813,1,1500000US150030068131,"Block Group 1, Census Tract 68.13, Honolulu County, Hawaii",,,1.50E+11,91038,0,15,"Block Group 1, Census Tract 68.13, Honolulu County, Hawaii",606000,127477,2306,1036,0.035149969,0.035149969,0,2212,933,0,0,288,394,81,135,9,8,0,18,1995,933,775,158,103,0,0,103
ACSSF,HI,150,0,15,3,6813,2,1500000US150030068132,"Block Group 2, Census Tract 68.13, Honolulu County, Hawaii",,,1.50E+11,70424,0,15,"Block Group 2, Census Tract 68.13, Honolulu County, Hawaii",1715900,,176,53,0.02719086,0.02719086,0,,53,0,0,0,28,0,25,0,0,0,0,1991,53,53,0,0,0,0,0
ACSSF,HI,150,0,15,3,6813,3,1500000US150030068133,"Block Group 3, Census Tract 68.13, Honolulu County, Hawaii",,,1.50E+11,115266,0,15,"Block Group 3, Census Tract 68.13, Honolulu County, Hawaii",640900,77070,1286,602,0.044504452,0.044504452,0,1875,587,0,0,72,36,256,223,0,0,0,0,1982,587,178,409,15,15,0,0
ACSSF,HI,150,0,15,3,6813,4,1500000US150030068134,"Block Group 4, Census Tract 68.13, Honolulu County, Hawaii",,,1.50E+11,1562771,12390,15,"Block Group 4, Census Tract 68.13, Honolulu County, Hawaii",1191800,250001,1659,514,0.608173072,0.603389263,0.004783806,2781,499,0,0,0,38,177,204,54,26,0,0,1979,499,411,88,15,15,0,0
ACSSF,HI,150,0,15,3,6814,1,1500000US150030068141,"Block Group 1, Census Tract 68.14, Honolulu County, Hawaii",,,1.50E+11,41889,0,15,"Block Group 1, Census Tract 68.14, Honolulu County, Hawaii",420900,100171,1396,433,0.016173434,0.016173434,0,2455,412,0,0,0,0,41,237,102,18,0,14,1973,412,301,111,21,0,9,12
ACSSF,HI,150,0,15,3,6814,2,1500000US150030068142,"Block Group 2, Census Tract 68.14, Honolulu County, Hawaii",,,1.50E+11,36978,0,15,"Block Group 2, Census Tract 68.14, Honolulu County, Hawaii",445100,71481,1040,543,0.014277286,0.014277286,0,1741,444,0,0,0,0,25,357,44,18,0,0,1975,444,202,242,99,26,28,45
ACSSF,HI,150,0,15,3,6815,1,1500000US150030068151,"Block Group 1, Census Tract 68.15, Honolulu County, Hawaii",,,1.50E+11,49988,0,15,"Block Group 1, Census Tract 68.15, Honolulu County, Hawaii",411800,76036,2355,964,0.019300476,0.019300476,0,1910,898,0,0,0,25,101,655,41,65,11,0,1975,898,416,482,66,0,0,66
ACSSF,HI,150,0,15,3,6815,2,1500000US150030068152,"Block Group 2, Census Tract 68.15, Honolulu County, Hawaii",,,1.50E+11,36911,0,15,"Block Group 2, Census Tract 68.15, Honolulu County, Hawaii",450000,90313,433,187,0.014251417,0.014251417,0,1477,147,0,0,0,0,27,83,0,37,0,0,1975,147,69,78,40,40,0,0
ACSSF,HI,150,0,15,3,6816,1,1500000US150030068161,"Block Group 1, Census Tract 68.16, Honolulu County, Hawaii",,,1.50E+11,210265,0,15,"Block Group 1, Census Tract 68.16, Honolulu County, Hawaii",1022400,115500,2105,590,0.081183776,0.081183776,0,2375,524,0,30,0,28,71,101,120,130,44,0,1966,524,448,76,66,0,0,66
ACSSF,HI,150,0,15,3,6817,1,1500000US150030068171,"Block Group 1, Census Tract 68.17, Honolulu County, Hawaii",,,1.50E+11,185263,0,15,"Block Group 1, Census Tract 68.17, Honolulu County, Hawaii",894000,96372,1353,357,0.071530446,0.071530446,0,1653,357,0,0,0,0,59,0,47,175,14,62,1956,357,228,129,0,0,0,0
ACSSF,HI,150,0,15,3,6817,2,1500000US150030068172,"Block Group 2, Census Tract 68.17, Honolulu County, Hawaii",,,1.50E+11,126096,0,15,"Block Group 2, Census Tract 68.17, Honolulu County, Hawaii",918300,127601,2098,398,0.048685938,0.048685938,0,1399,347,0,0,29,5,31,0,26,245,11,0,1957,347,297,50,51,0,0,51
ACSSF,HI,150,0,15,3,6817,3,1500000US150030068173,"Block Group 3, Census Tract 68.17, Honolulu County, Hawaii",,,1.50E+11,151523,0,15,"Block Group 3, Census Tract 68.17, Honolulu County, Hawaii",957800,126750,1110,219,0.05850336,0.05850336,0,,219,0,0,0,10,40,82,0,87,0,0,1973,219,210,9,0,0,0,0
ACSSF,HI,150,0,15,3,6818,1,1500000US150030068181,"Block Group 1, Census Tract 68.18, Honolulu County, Hawaii",,,1.50E+11,76882,0,15,"Block Group 1, Census Tract 68.18, Honolulu County, Hawaii",504700,81535,1466,784,0.029684307,0.029684307,0,1794,734,0,0,6,53,397,213,34,26,5,0,1982,734,420,314,50,27,0,23
ACSSF,HI,150,0,15,3,6819,1,1500000US150030068191,"Block Group 1, Census Tract 68.19, Honolulu County, Hawaii",,,1.50E+11,34289,0,15,"Block Group 1, Census Tract 68.19, Honolulu County, Hawaii",403200,80068,966,585,0.013239058,0.013239058,0,1476,522,0,0,0,44,105,318,55,0,0,0,1976,522,134,388,63,16,0,47
ACSSF,HI,150,0,15,3,6819,2,1500000US150030068192,"Block Group 2, Census Tract 68.19, Honolulu County, Hawaii",,,1.50E+11,54164,0,15,"Block Group 2, Census Tract 68.19, Honolulu County, Hawaii",441000,87808,1789,796,0.020912839,0.020912839,0,1713,779,0,0,9,0,125,565,33,25,22,0,1975,779,489,290,17,0,0,17
ACSSF,HI,150,0,15,3,6900,1,1500000US150030069001,"Block Group 1, Census Tract 69, Honolulu County, Hawaii",,,1.50E+11,339549,0,15,"Block Group 1, Census Tract 69, Honolulu County, Hawaii",,48056,975,315,0.13110061,0.13110061,0,3501,298,0,15,123,33,26,58,9,12,0,22,1999,298,0,298,17,0,0,17
ACSSF,HI,150,0,15,3,6900,2,1500000US150030069002,"Block Group 2, Census Tract 69, Honolulu County, Hawaii",,,1.50E+11,458593,0,15,"Block Group 2, Census Tract 69, Honolulu County, Hawaii",,116389,2001,445,0.177063748,0.177063748,0,3501,430,0,68,151,167,16,19,9,0,0,0,2000,430,0,430,15,0,0,15
ACSSF,HI,150,0,15,3,6900,3,1500000US150030069003,"Block Group 3, Census Tract 69, Honolulu County, Hawaii",,,1.50E+11,304973,0,15,"Block Group 3, Census Tract 69, Honolulu County, Hawaii",,113333,1392,380,0.117750742,0.117750742,0,3391,320,0,3,143,174,0,0,0,0,0,0,1998,320,0,320,60,33,0,27
ACSSF,HI,150,0,15,3,7001,1,1500000US150030070011,"Block Group 1, Census Tract 70.01, Honolulu County, Hawaii",,,1.50E+11,997402,0,15,"Block Group 1, Census Tract 70.01, Honolulu County, Hawaii",,76506,982,574,0.385099083,0.385099083,0,2980,552,0,119,84,262,13,74,0,0,0,0,1997,552,0,552,22,22,0,0
ACSSF,HI,150,0,15,3,7001,2,1500000US150030070012,"Block Group 2, Census Tract 70.01, Honolulu County, Hawaii",,,1.50E+11,360460,0,15,"Block Group 2, Census Tract 70.01, Honolulu County, Hawaii",,63672,630,306,0.139174387,0.139174387,0,3238,292,0,0,130,66,76,20,0,0,0,0,1999,292,8,284,14,0,0,14
ACSSF,HI,150,0,15,3,7002,1,1500000US150030070021,"Block Group 1, Census Tract 70.02, Honolulu County, Hawaii",,,1.50E+11,445168,0,15,"Block Group 1, Census Tract 70.02, Honolulu County, Hawaii",,55329,849,245,0.171880335,0.171880335,0,3341,245,0,73,112,0,5,39,16,0,0,0,2006,245,0,245,0,0,0,0
ACSSF,HI,150,0,15,3,7002,2,1500000US150030070022,"Block Group 2, Census Tract 70.02, Honolulu County, Hawaii",,,1.50E+11,1065562,0,15,"Block Group 2, Census Tract 70.02, Honolulu County, Hawaii",,69550,1771,825,0.411415815,0.411415815,0,2945,797,0,92,208,303,185,9,0,0,0,0,1997,797,0,797,28,0,0,28
